,bigrams,count
1961,"('offer', 'tayseertissco')",1
1962,"('tayseertissco', 'joinedhope')",1
1963,"('joinedhope', 'fineinshah')",1
1964,"('fineinshah', 'allotment')",1
1965,"('allotment', 'sometimerakheshvisitor')",1
1966,"('sometimerakheshvisitor', 'indiahmmmkbut')",1
1967,"('indiahmmmkbut', 'want')",1
1968,"('want', 'change')",1
1969,"('change', 'field')",1
1970,"('field', 'quickly')",1
1971,"('quickly', 'day')",1
1972,"('day', 'wanna')",2
1973,"('wanna', 'get')",2
1974,"('get', 'system')",1
1975,"('system', 'administrator')",1
1976,"('administrator', 'network')",1
1977,"('network', 'administratordear')",1
1978,"('administratordear', 'chichi')",1
1979,"('chichi', 'talkhair')",1
1980,"('talkhair', 'cream')",1
1981,"('cream', 'shippednone')",1
1982,"('shippednone', 'happening')",1
1983,"('happening', 'til')",1
1984,"('til', 'get')",1
1985,"('get', 'thoughyep')",1
1986,"('thoughyep', 'great')",1
1987,"('great', 'loxahatchee')",2
1988,"('loxahatchee', 'xmas')",2
1989,"('xmas', 'tree')",2
1990,"('tree', 'burning')",2
1991,"('burning', 'list')",1
1992,"('list', 'start')",1
1993,"('start', 'hourhama')",1
1994,"('hourhama', 'get')",1
1995,"('get', 'used')",2
1996,"('used', 'driving')",1
1997,"('driving', 'man')",1
1998,"('man', 'know')",1
1999,"('know', 'lot')",1
2000,"('lot', 'stonerwell')",1
2001,"('stonerwell', 'slightly')",1
2002,"('slightly', 'disastrous')",1
2003,"('disastrous', 'class')",1
2004,"('class', 'fax')",1
2005,"('fax', 'darling')",1
2006,"('darling', 'hope')",1
2007,"('hope', 'day')",4
2008,"('day', 'coffee')",1
2009,"('coffee', 'old')",1
2010,"('old', 'good')",1
2011,"('good', 'cannot')",1
2012,"('cannot', 'stay')",1
2013,"('stay', 'late')",1
2014,"('late', 'tomorrow')",1
2015,"('tomorrow', 'time')",1
2016,"('time', 'place')",2
2017,"('place', 'alwayshello')",1
2018,"('alwayshello', 'good')",1
2019,"('good', 'week')",3
2020,"('week', 'fancy')",1
2021,"('fancy', 'drink')",1
2022,"('drink', 'something')",3
2023,"('something', 'laterheading')",1
2024,"('laterheading', 'towards')",1
2025,"('towards', 'housetopmessage')",1
2026,"('housetopmessage', 'text')",1
2027,"('text', 'missing')",2
2028,"('missing', 'sendername')",2
2029,"('sendername', 'missing')",2
2030,"('missing', 'number')",2
2031,"('number', 'missing')",2
2032,"('missing', 'senate')",2
2033,"('senate', 'missing')",2
2034,"('missing', 'missing')",2
2035,"('missing', 'lot')",2
2036,"('lot', 'everything')",2
2037,"('everything', 'missing')",2
2038,"('missing', 'sent')",2
2039,"('sent', 'via')",5
2040,"('via', 'fullonsmscomcome')",1
2041,"('fullonsmscomcome', 'room')",1
2042,"('room', 'point')",1
2043,"('point', 'iron')",1
2044,"('iron', 'plan')",1
2045,"('plan', 'weekendwant')",1
2046,"('weekendwant', 'thingsky')",1
2047,"('thingsky', 'jim')",1
2048,"('jim', 'skip')",1
2049,"('skip', 'ard')",1
2050,"('ard', 'cine')",1
2051,"('cine', 'den')",1
2052,"('den', 'art')",1
2053,"('art', 'one')",1
2054,"('one', 'blah')",1
2055,"('blah', 'blah')",1
2056,"('blah', 'blahbring')",1
2057,"('blahbring', 'home')",1
2058,"('home', 'wendywhats')",1
2059,"('wendywhats', 'done')",1
2060,"('done', 'want')",4
2061,"('want', 'sleepalright')",1
2062,"('sleepalright', 'new')",1
2063,"('new', 'goalalright')",1
2064,"('goalalright', 'head')",1
2065,"('head', 'minute')",1
2066,"('minute', 'text')",1
2067,"('text', 'meetlast')",1
2068,"('meetlast', 'week')",1
2069,"('week', 'taking')",1
2070,"('taking', 'live')",1
2071,"('live', 'callsiva')",1
2072,"('callsiva', 'hostel')",1
2073,"('hostel', 'ahasend')",1
2074,"('ahasend', 'friend')",1
2075,"('friend', 'receive')",1
2076,"('receive', 'something')",1
2077,"('something', 'voice')",1
2078,"('voice', 'speaking')",1
2079,"('speaking', 'expression')",1
2080,"('expression', 'childish')",1
2081,"('childish', 'naughty')",1
2082,"('naughty', 'sentiment')",1
2083,"('sentiment', 'rowdy')",1
2084,"('rowdy', 'full')",1
2085,"('full', 'attitude')",1
2086,"('attitude', 'romantic')",1
2087,"('romantic', 'shy')",1
2088,"('shy', 'attractive')",1
2089,"('attractive', 'funny')",1
2090,"('funny', 'list')",1
2091,"('list', 'irritating')",1
2092,"('irritating', 'list')",1
2093,"('list', 'lovable')",1
2094,"('lovable', 'replyguessaathiwhere')",1
2095,"('replyguessaathiwhere', 'dearpain')",1
2096,"('dearpain', 'urination')",1
2097,"('urination', 'thing')",1
2098,"('thing', 'elseesplanade')",1
2099,"('elseesplanade', 'mind')",1
2100,"('mind', 'giving')",1
2101,"('giving', 'lift')",1
2102,"('lift', 'got')",1
2103,"('got', 'car')",3
2104,"('car', 'todaywant')",1
2105,"('todaywant', 'buy')",1
2106,"('buy', 'bow')",3
2107,"('bow', 'car')",3
2108,"('car', 'urgently')",3
2109,"('urgently', 'urgent')",3
2110,"('urgent', 'shortage')",3
2111,"('shortage', 'list')",3
2112,"('list', 'austere')",3
2113,"('austere', 'source')",3
2114,"('source', 'arg')",3
2115,"('arg', 'dis')",3
2116,"('dis', 'amt')",3
2117,"('amt', 'list')",3
2118,"('list', 'lactate')",3
2119,"('lactate', 'probhome')",1
2120,"('probhome', 'watchingusually')",1
2121,"('watchingusually', 'take')",1
2122,"('take', 'fifteen')",1
2123,"('fifteen', 'fucking')",1
2124,"('fucking', 'minute')",1
2125,"('minute', 'respond')",1
2126,"('respond', 'yes')",1
2127,"('yes', 'questionbooked')",1
2128,"('questionbooked', 'ticket')",1
2129,"('ticket', 'portalavailable')",1
2130,"('portalavailable', 'like')",1
2131,"('like', 'right')",2
2132,"('right', 'around')",1
2133,"('around', 'hillsborough')",1
2134,"('hillsborough', 'amp')",1
2135,"('amp', 'listmessage')",1
2136,"('listmessage', 'sent')",1
2137,"('sent', 'skin')",1
2138,"('skin', 'list')",1
2139,"('list', 'dollar')",4
2140,"('dollar', 'pay')",1
2141,"('pay', 'list')",3
2142,"('list', 'listask')",1
2143,"('listask', 'told')",1
2144,"('told', 'story')",1
2145,"('story', 'like')",1
2146,"('like', 'ten')",1
2147,"('ten', 'time')",1
2148,"('time', 'alreadylong')",1
2149,"('alreadylong', 'appleseed')",1
2150,"('appleseed', 'fucking')",1
2151,"('fucking', 'takehope')",1
2152,"('takehope', 'get')",1
2153,"('get', 'journey')",1
2154,"('journey', 'hast')",1
2155,"('hast', 'mind')",1
2156,"('mind', 'late')",1
2157,"('late', 'thinklike')",1
2158,"('thinklike', 'love')",1
2159,"('love', 'arrangereally')",1
2160,"('arrangereally', 'greatbhaji')",1
2161,"('greatbhaji', 'told')",2
2162,"('told', 'wallis')",2
2163,"('wallis', 'best')",2
2164,"('best', 'cricketer')",2
2165,"('cricketer', 'machine')",2
2166,"('machine', 'worldly')",2
2167,"('worldly', 'tough')",2
2168,"('tough', 'getsupposed')",1
2169,"('getsupposed', 'wakeoil')",1
2170,"('wakeoil', 'saw')",1
2171,"('saw', 'tot')",1
2172,"('tot', 'din')",1
2173,"('din', 'found')",1
2174,"('found', 'group')",1
2175,"('group', 'liaosorry')",1
2176,"('liaosorry', 'call')",1
2177,"('call', 'laterhey')",1
2178,"('laterhey', 'hey')",1
2179,"('hey', 'writhe')",1
2180,"('writhe', 'monkeespeople')",1
2181,"('monkeespeople', 'say')",1
2182,"('say', 'monkeyaround')",1
2183,"('monkeyaround', 'howdy')",1
2184,"('howdy', 'gorgeous')",1
2185,"('gorgeous', 'foundurself')",1
2186,"('foundurself', 'goblet')",1
2187,"('goblet', 'sausagelove')",1
2188,"('sausagelove', 'jan')",1
2189,"('jan', 'xxxsorry')",1
2190,"('xxxsorry', 'battery')",1
2191,"('died', 'come')",1
2192,"('come', 'getting')",2
2193,"('getting', 'gram')",1
2194,"('gram', 'placewell')",1
2195,"('placewell', 'done')",1
2196,"('done', 'blimey')",1
2197,"('blimey', 'exercise')",1
2198,"('exercise', 'yeah')",1
2199,"('yeah', 'kinda')",1
2200,"('kinda', 'remember')",1
2201,"('remember', 'wot')",1
2202,"('wot', 'hmmwont')",1
2203,"('hmmwont', 'get')",1
2204,"('get', 'concentration')",1
2205,"('concentration', 'dear')",1
2206,"('dear', 'know')",1
2207,"('know', 'mind')",1
2208,"('mind', 'everythinglow')",1
2209,"('everythinglow', 'made')",1
2210,"('made', 'plan')",1
2211,"('plan', 'new')",1
2212,"('new', 'yearmin')",1
2213,"('yearmin', 'laterhank')",1
2214,"('laterhank', 'lotthanks')",1
2215,"('lotthanks', 'hope')",1
2216,"('hope', 'good')",13
2217,"('good', 'day')",7
2218,"('day', 'todaydetail')",1
2219,"('todaydetail', 'want')",1
2220,"('want', 'transferase')",1
2221,"('transferase', 'enoughtell')",1
2222,"('enoughtell', 'stay')",1
2223,"('stay', 'yeah')",1
2224,"('yeah', 'tough')",1
2225,"('tough', 'optimistic')",1
2226,"('optimistic', 'thing')",1
2227,"('thing', 'improve')",1
2228,"('improve', 'monththink')",1
2229,"('monththink', 'ill')",1
2230,"('ill', 'make')",2
2231,"('make', 'oreo')",2
2232,"('oreo', 'trufflelook')",1
2233,"('trufflelook', 'amy')",1
2234,"('amy', 'beautiful')",1
2235,"('beautiful', 'intelligent')",2
2236,"('intelligent', 'woman')",1
2237,"('woman', 'like')",1
2238,"('like', 'lot')",1
2239,"('lot', 'know')",1
2240,"('know', 'like')",1
2241,"('like', 'like')",2
2242,"('like', 'worryhope')",1
2243,"('worryhope', 'result')",1
2244,"('result', 'consistently')",1
2245,"('consistently', 'intelligent')",1
2246,"('intelligent', 'kind')",1
2247,"('kind', 'start')",1
2248,"('start', 'asking')",1
2249,"('asking', 'practicum')",1
2250,"('practicum', 'link')",1
2251,"('link', 'keep')",1
2252,"('keep', 'ear')",1
2253,"('ear', 'open')",1
2254,"('open', 'best')",1
2255,"('best', 'ttyscall')",1
2256,"('ttyscall', 'cost')",1
2257,"('cost', 'guess')",1
2258,"('guess', 'int')",1
2259,"('int', 'bad')",2
2260,"('bad', 'miss')",1
2261,"('miss', 'need')",2
2262,"('need', 'want')",3
2263,"('want', 'lovegoing')",1
2264,"('lovegoing', 'thru')",1
2265,"('thru', 'different')",1
2266,"('different', 'feelingwavering')",1
2267,"('feelingwavering', 'decision')",1
2268,"('decision', 'coping')",1
2269,"('coping', 'individualize')",1
2270,"('individualize', 'heal')",1
2271,"('heal', 'everything')",1
2272,"('everything', 'believephone')",1
2273,"('believephone', 'gonna')",1
2274,"('gonna', 'die')",2
2275,"('die', 'staygreat')",1
2276,"('staygreat', 'never')",1
2277,"('never', 'better')",1
2278,"('better', 'day')",1
2279,"('day', 'give')",5
2280,"('give', 'even')",1
2281,"('even', 'reason')",1
2282,"('reason', 'thank')",1
2283,"('thank', 'godsorry')",1
2284,"('godsorry', 'call')",1
2285,"('later', 'byeway')",1
2286,"('byeway', 'railwaygreat')",1
2287,"('railwaygreat', 'princess')",1
2288,"('princess', 'love')",1
2289,"('love', 'giving')",1
2290,"('giving', 'receiving')",1
2291,"('receiving', 'oral')",1
2292,"('oral', 'doggy')",1
2293,"('doggy', 'style')",1
2294,"('style', 'fave')",1
2295,"('fave', 'position')",1
2296,"('position', 'enjoy')",1
2297,"('enjoy', 'making')",1
2298,"('making', 'love')",1
2299,"('love', 'list')",2
2300,"('list', 'time')",4
2301,"('time', 'per')",4
2302,"('per', 'nightput')",1
2303,"('nightput', 'stuff')",1
2304,"('stuff', 'road')",1
2305,"('road', 'keep')",1
2306,"('keep', 'getting')",1
2307,"('getting', 'slipperygoing')",1
2308,"('slipperygoing', 'ride')",1
2309,"('ride', 'bikeyup')",1
2310,"('bikeyup', 'need')",1
2311,"('need', 'jus')",1
2312,"('jus', 'wait')",1
2313,"('wait', 'rain')",1
2314,"('rain', 'stopmany')",1
2315,"('stopmany', 'company')",1
2316,"('company', 'tell')",1
2317,"('tell', 'languagelong')",1
2318,"('languagelong', 'since')",1
2319,"('since', 'screamed')",1
2320,"('screamed', 'princessnothing')",1
2321,"('princessnothing', 'meant')",1
2322,"('meant', 'money')",1
2323,"('money', 'enters')",1
2324,"('enters', 'account')",1
2325,"('bank', 'remove')",1
2326,"('remove', 'flat')",1
2327,"('flat', 'rate')",1
2328,"('rate', 'someone')",1
2329,"('someone', 'transferred')",1
2330,"('transferred', 'list')",2
2331,"('list', 'account')",1
2332,"('account', 'list')",3
2333,"('dollar', 'got')",1
2334,"('got', 'removed')",1
2335,"('removed', 'bank')",1
2336,"('bank', 'differ')",1
2337,"('differ', 'charge')",1
2338,"('charge', 'also')",1
2339,"('also', 'differ')",1
2340,"('differ', 'sure')",1
2341,"('sure', 'trust')",1
2342,"('trust', 'person')",1
2343,"('person', 'sending')",1
2344,"('sending', 'account')",1
2345,"('account', 'detailnice')",1
2346,"('detailnice', 'line')",1
2347,"('line', 'said')",2
2348,"('said', 'broken')",1
2349,"('broken', 'heart')",1
2350,"('heart', 'ply')",1
2351,"('ply', 'cum')",1
2352,"('cum', 'time')",1
2353,"('time', 'front')",1
2354,"('front', 'wise')",1
2355,"('wise', 'trust')",1
2356,"('trust', 'goodgonna')",1
2357,"('goodgonna', 'head')",1
2358,"('head', 'like')",1
2359,"('like', 'fifteen')",1
2360,"('fifteen', 'minutelove')",1
2361,"('minutelove', 'aathilove')",1
2362,"('aathilove', 'lottension')",1
2363,"('lottension', 'machine')",1
2364,"('machine', 'problempick')",1
2365,"('problempick', 'another')",1
2366,"('another', 'eth')",1
2367,"('eth', 'doneguy')",1
2368,"('doneguy', 'getting')",1
2369,"('back', 'said')",1
2370,"('said', 'thinking')",1
2371,"('thinking', 'staying')",1
2372,"('staying', 'maralmost')",1
2373,"('maralmost', 'see')",1
2374,"('see', 'seccarlos')",1
2375,"('seccarlos', 'friend')",1
2376,"('friend', 'already')",2
2377,"('already', 'asking')",1
2378,"('asking', 'working')",1
2379,"('working', 'weekendwatchingthank')",1
2380,"('weekendwatchingthank', 'baby')",1
2381,"('baby', 'cant')",1
2382,"('cant', 'wait')",5
2383,"('wait', 'taste')",1
2384,"('taste', 'real')",1
2385,"('real', 'thingchange')",1
2386,"('thingchange', 'feb')",1
2387,"('feb', 'jackson')",1
2388,"('jackson', 'thule')",1
2389,"('thule', 'falconerwin')",1
2390,"('falconerwin', 'really')",1
2391,"('really', 'side')",1
2392,"('side', 'long')",1
2393,"('long', 'timedear')",1
2394,"('timedear', 'reached')",1
2395,"('reached', 'railway')",1
2396,"('railway', 'happendepends')",1
2397,"('happendepends', 'quality')",1
2398,"('quality', 'want')",1
2399,"('want', 'type')",1
2400,"('type', 'sent')",1
2401,"('sent', 'boy')",1
2402,"('boy', 'faded')",1
2403,"('faded', 'glory')",1
2404,"('glory', 'want')",1
2405,"('want', 'ralph')",1
2406,"('ralph', 'maybethink')",1
2407,"('maybethink', 'fixed')",1
2408,"('fixed', 'send')",1
2409,"('send', 'test')",1
2410,"('test', 'messagesorry')",1
2411,"('messagesorry', 'man')",1
2412,"('man', 'account')",1
2413,"('account', 'dry')",1
2414,"('dry', 'would')",1
2415,"('would', 'want')",2
2416,"('want', 'could')",1
2417,"('could', 'trade')",1
2418,"('trade', 'back')",1
2419,"('back', 'half')",2
2420,"('half', 'could')",1
2421,"('could', 'buy')",1
2422,"('buy', 'shit')",1
2423,"('shit', 'credit')",1
2424,"('credit', 'cardsorry')",1
2425,"('cardsorry', 'meeting')",1
2426,"('meeting', 'call')",3
2427,"('call', 'laterclass')",1
2428,"('laterclass', 'list')",1
2429,"('list', 'reunionfree')",1
2430,"('reunionfree', 'norman')",1
2431,"('norman', 'callgot')",1
2432,"('callgot', 'mehnope')",1
2433,"('mehnope', 'think')",1
2434,"('think', 'monday')",1
2435,"('monday', 'sorry')",1
2436,"('sorry', 'replied')",1
2437,"('replied', 'latetold')",1
2438,"('latetold', 'accenture')",1
2439,"('accenture', 'confirm')",1
2440,"('confirm', 'truekate')",1
2441,"('truekate', 'jackson')",1
2442,"('jackson', 'rec')",1
2443,"('rec', 'center')",1
2444,"('center', 'wish')",1
2445,"('wish', 'rightdear')",1
2446,"('rightdear', 'reach')",1
2447,"('reach', 'roomfighting')",1
2448,"('roomfighting', 'world')",1
2449,"('world', 'easy')",3
2450,"('easy', 'either')",3
2451,"('either', 'win')",3
2452,"('win', 'lose')",3
2453,"('lose', 'fighting')",3
2454,"('fighting', 'close')",3
2455,"('close', 'difficult')",3
2456,"('difficult', 'lose')",3
2457,"('lose', 'lose')",3
2458,"('lose', 'win')",3
2459,"('win', 'still')",3
2460,"('still', 'losecomecheck')",1
2461,"('losecomecheck', 'neurologistpolice')",1
2462,"('neurologistpolice', 'went')",1
2463,"('went', 'fish')",1
2464,"('fish', 'waterwaiting')",1
2465,"('waterwaiting', 'car')",1
2466,"('car', 'dat')",1
2467,"('dat', 'bored')",1
2468,"('bored', 'wat')",1
2469,"('wat', 'wait')",1
2470,"('wait', 'outside')",1
2471,"('outside', 'got')",1
2472,"('got', 'nothing')",1
2473,"('nothing', 'home')",1
2474,"('home', 'stuff')",1
2475,"('stuff', 'watch')",1
2476,"('watch', 'watmaybe')",1
2477,"('watmaybe', 'restore')",1
2478,"('restore', 'hyde')",1
2479,"('hyde', 'park')",2
2480,"('park', 'village')",1
2481,"('village', 'place')",1
2482,"('place', 'near')",1
2483,"('near', 'houseknow')",1
2484,"('houseknow', 'anthony')",1
2485,"('anthony', 'bringing')",1
2486,"('bringing', 'money')",1
2487,"('money', 'school')",1
2488,"('school', 'fee')",2
2489,"('fee', 'pay')",1
2490,"('pay', 'rent')",3
2491,"('rent', 'stuff')",1
2492,"('stuff', 'like')",2
2493,"('like', 'need')",2
2494,"('need', 'help')",1
2495,"('help', 'friend')",1
2496,"('friend', 'needsignificanceopinion')",1
2497,"('needsignificanceopinion', 'java')",1
2498,"('java', 'kossuth')",4
2499,"('kossuth', 'lovable')",4
2500,"('lovable', 'silent')",4
2501,"('silent', 'spa')",4
2502,"('spa', 'character')",4
2503,"('character', 'matured')",4
2504,"('matured', 'stylish')",4
2505,"('stylish', 'simple')",4
2506,"('simple', 'plus')",4
2507,"('plus', 'replylatest')",1
2508,"('replylatest', 'still')",1
2509,"('still', 'scrounge')",1
2510,"('scrounge', 'ammo')",1
2511,"('ammo', 'want')",1
2512,"('want', 'give')",1
2513,"('give', 'new')",1
2514,"('new', 'trygraham')",1
2515,"('trygraham', 'sorydarealyfrm')",1
2516,"('sorydarealyfrm', 'heart')",3
2517,"('heart', 'storylow')",1
2518,"('storylow', 'forgivenchange')",1
2519,"('forgivenchange', 'tatcompetitionway')",1
2520,"('tatcompetitionway', 'transport')",1
2521,"('transport', 'less')",1
2522,"('less', 'problematic')",1
2523,"('problematic', 'sat')",1
2524,"('sat', 'night')",2
2525,"('night', 'way')",1
2526,"('way', 'want')",1
2527,"('want', 'ask')",1
2528,"('ask', 'join')",1
2529,"('join', 'day')",1
2530,"('day', 'feel')",1
2531,"('free', 'need')",3
2532,"('need', 'know')",4
2533,"('know', 'definite')",1
2534,"('definite', 'booking')",1
2535,"('booking', 'friusually')",1
2536,"('friusually', 'person')",1
2537,"('person', 'unconscious')",1
2538,"('unconscious', 'child')",1
2539,"('child', 'adult')",1
2540,"('adult', 'may')",1
2541,"('may', 'behave')",1
2542,"('behave', 'abnormally')",1
2543,"('abnormally', 'ill')",1
2544,"('ill', 'callebay')",1
2545,"('callebay', 'might')",1
2546,"('might', 'less')",1
2547,"('less', 'elsewhereshall')",1
2548,"('elsewhereshall', 'come')",1
2549,"('come', 'get')",3
2550,"('get', 'picklegonna')",1
2551,"('picklegonna', 'get')",1
2552,"('get', 'tacorude')",1
2553,"('tacorude', 'campusard')",1
2554,"('campusard', 'christmas')",1
2555,"('christmas', 'enjoy')",1
2556,"('enjoy', 'merryyes')",1
2557,"('merryyes', 'pretty')",1
2558,"('pretty', 'lady')",1
2559,"('lady', 'like')",1
2560,"('like', 'singlejay')",1
2561,"('singlejay', 'say')",1
2562,"('say', 'doublefaggottodaysundaysunday')",1
2563,"('doublefaggottodaysundaysunday', 'holiday')",1
2564,"('holiday', 'workgudnitetcpractice')",1
2565,"('workgudnitetcpractice', 'goinglatecalled')",1
2566,"('goinglatecalled', 'hoping')",1
2567,"('hoping', 'lar')",1
2568,"('lar', 'malaria')",1
2569,"('malaria', 'know')",1
2570,"('know', 'miss')",1
2571,"('miss', 'guy')",1
2572,"('guy', 'miss')",1
2573,"('miss', 'ban')",1
2574,"('ban', 'big')",1
2575,"('big', 'plus')",1
2576,"('plus', 'give')",1
2577,"('give', 'love')",2
2578,"('love', 'especially')",1
2579,"('especially', 'great')",1
2580,"('great', 'daygood')",1
2581,"('daygood', 'afternoon')",1
2582,"('afternoon', 'love')",6
2583,"('love', 'day')",6
2584,"('day', 'hope')",1
2585,"('hope', 'maybe')",1
2586,"('maybe', 'got')",1
2587,"('got', 'lead')",1
2588,"('lead', 'job')",1
2589,"('job', 'think')",1
2590,"('think', 'boston')",1
2591,"('boston', 'send')",1
2592,"('send', 'passionate')",1
2593,"('passionate', 'kiss')",2
2594,"('kiss', 'across')",6
2595,"('across', 'seaprobably')",1
2596,"('seaprobably', 'gonna')",1
2597,"('gonna', 'see')",2
2598,"('see', 'later')",1
2599,"('later', 'tonightmaybe')",1
2600,"('tonightmaybe', 'fat')",1
2601,"('fat', 'finger')",1
2602,"('finger', 'press')",1
2603,"('press', 'button')",1
2604,"('button', 'knowummmmmaah')",1
2605,"('knowummmmmaah', 'many')",1
2606,"('many', 'many')",5
2607,"('many', 'happy')",4
2608,"('happy', 'return')",4
2609,"('return', 'day')",5
2610,"('day', 'dear')",3
2611,"('dear', 'sweet')",3
2612,"('sweet', 'heart')",3
2613,"('heart', 'happy')",3
2614,"('happy', 'birthday')",5
2615,"('birthday', 'dearliqueur')",1
2616,"('dearliqueur', 'started')",1
2617,"('started', 'office')",1
2618,"('office', 'callfamous')",1
2619,"('callfamous', 'quote')",1
2620,"('quote', 'develop')",1
2621,"('develop', 'ability')",1
2622,"('ability', 'listen')",1
2623,"('listen', 'anything')",1
2624,"('anything', 'unconditionally')",1
2625,"('unconditionally', 'without')",1
2626,"('without', 'losing')",3
2627,"('losing', 'temper')",1
2628,"('temper', 'self')",1
2629,"('self', 'confidence')",1
2630,"('confidence', 'mean')",1
2631,"('mean', 'marriedgoing')",1
2632,"('marriedgoing', 'college')",1
2633,"('college', 'else')",1
2634,"('else', 'ill')",1
2635,"('ill', 'come')",1
2636,"('come', 'selfclock')",1
2637,"('selfclock', 'mine')",1
2638,"('mine', 'bash')",1
2639,"('bash', 'flat')",1
2640,"('flat', 'plangirl')",1
2641,"('plangirl', 'stay')",1
2642,"('stay', 'bed')",1
2643,"('bed', 'girl')",1
2644,"('girl', 'need')",1
2645,"('need', 'recovery')",1
2646,"('recovery', 'time')",2
2647,"('time', 'rather')",1
2648,"('rather', 'pas')",1
2649,"('pas', 'fun')",1
2650,"('fun', 'cooped')",1
2651,"('cooped', 'bedspecialknow')",1
2652,"('bedspecialknow', 'need')",1
2653,"('get', 'hotel')",1
2654,"('hotel', 'got')",1
2655,"('got', 'invitation')",1
2656,"('invitation', 'apologise')",1
2657,"('apologise', 'cali')",1
2658,"('cali', 'sweet')",1
2659,"('sweet', 'come')",1
2660,"('come', 'english')",1
2661,"('english', 'bloke')",1
2662,"('bloke', 'weddingsorry')",1
2663,"('weddingsorry', 'took')",1
2664,"('took', 'long')",3
2665,"('long', 'mowwait')",1
2666,"('mowwait', 'list')",1
2667,"('list', 'mingive')",1
2668,"('mingive', 'minute')",1
2669,"('minute', 'think')",1
2670,"('think', 'see')",1
2671,"('see', 'bow')",1
2672,"('bow', 'alibi')",1
2673,"('alibi', 'cutting')",1
2674,"('cutting', 'hair')",1
2675,"('hair', 'whole')",1
2676,"('whole', 'timeimagine')",1
2677,"('timeimagine', 'finally')",1
2678,"('finally', 'get')",1
2679,"('get', 'sink')",1
2680,"('sink', 'bath')",1
2681,"('bath', 'put')",1
2682,"('put', 'pace')",1
2683,"('pace', 'maybe')",1
2684,"('maybe', 'even')",1
2685,"('even', 'eat')",1
2686,"('eat', 'left')",1
2687,"('left', 'also')",1
2688,"('also', 'imagine')",1
2689,"('imagine', 'feel')",1
2690,"('feel', 'cage')",1
2691,"('cage', 'cock')",1
2692,"('cock', 'surrounded')",1
2693,"('surrounded', 'bath')",1
2694,"('bath', 'water')",1
2695,"('water', 'reminding')",1
2696,"('reminding', 'always')",1
2697,"('always', 'owns')",1
2698,"('owns', 'enjoy')",1
2699,"('enjoy', 'fuckhurry')",1
2700,"('fuckhurry', 'weeddeficient')",1
2701,"('weeddeficient', 'like')",1
2702,"('like', 'three')",1
2703,"('three', 'daysure')",1
2704,"('daysure', 'get')",1
2705,"('get', 'acknowledgement')",1
2706,"('acknowledgement', 'astoundingly')",1
2707,"('astoundingly', 'tactless')",1
2708,"('tactless', 'generally')",1
2709,"('generally', 'foggy')",1
2710,"('foggy', 'demand')",1
2711,"('demand', 'blood')",1
2712,"('blood', 'oathevery')",1
2713,"('oathevery', 'night')",1
2714,"('night', 'take')",1
2715,"('take', 'warm')",1
2716,"('warm', 'bath')",1
2717,"('bath', 'drink')",1
2718,"('drink', 'cup')",1
2719,"('cup', 'milk')",1
2720,"('milk', 'see')",1
2721,"('see', 'work')",1
2722,"('work', 'magic')",1
2723,"('magic', 'still')",1
2724,"('still', 'need')",5
2725,"('need', 'loose')",1
2726,"('loose', 'weight')",1
2727,"('weight', 'knowill')",1
2728,"('knowill', 'look')",1
2729,"('look', 'frying')",1
2730,"('frying', 'pan')",2
2731,"('pan', 'case')",1
2732,"('case', 'cheap')",1
2733,"('cheap', 'book')",1
2734,"('book', 'perhaps')",1
2735,"('perhaps', ""that's"")",1
2736,"(""that's"", 'silly')",1
2737,"('silly', 'frying')",1
2738,"('pan', 'likely')",1
2739,"('likely', 'bookwell')",1
2740,"('bookwell', 'cause')",1
2741,"('cause', 'mutation')",1
2742,"('mutation', 'sunscreen')",1
2743,"('sunscreen', 'like')",1
2744,"('like', 'essential')",1
2745,"('essential', 'tuesdayluncheon')",1
2746,"('tuesdayluncheon', 'onlineknow')",1
2747,"('onlineknow', 'friend')",1
2748,"('already', 'toldprincess')",1
2749,"('toldprincess', 'thank')",1
2750,"('thank', 'pic')",1
2751,"('pic', 'prettyalways')",1
2752,"('prettyalways', 'sex')",1
2753,"('sex', 'one')",1
2754,"('one', 'dunno')",1
2755,"('dunno', 'reply')",1
2756,"('reply', 'first')",1
2757,"('time', 'reply')",1
2758,"('reply', 'fast')",1
2759,"('fast', 'lucky')",1
2760,"('lucky', 'working')",1
2761,"('working', 'huh')",1
2762,"('huh', 'got')",1
2763,"('got', 'bad')",1
2764,"('bad', 'sugared')",1
2765,"('sugared', 'ageemag')",1
2766,"('ageemag', 'officebrownie')",1
2767,"('officebrownie', 'nicegreece')",1
2768,"('nicegreece', 'love')",1
2769,"('love', 'much')",6
2770,"('much', 'barely')",2
2771,"('barely', 'standfuck')",1
2772,"('standfuck', 'babe')",1
2773,"('babe', 'miss')",3
2774,"('already', 'know')",2
2775,"('know', 'cannot')",1
2776,"('cannot', 'let')",1
2777,"('let', 'send')",1
2778,"('send', 'money')",1
2779,"('money', 'towards')",1
2780,"('towards', 'net')",1
2781,"('net', 'need')",1
2782,"('want', 'craveill')",1
2783,"('craveill', 'call')",1
2784,"('call', 'finish')",1
2785,"('finish', 'address')",1
2786,"('address', 'icky')",1
2787,"('icky', 'american')",1
2788,"('american', 'free')",1
2789,"('free', 'wont')",1
2790,"('wont', 'stop')",1
2791,"('stop', 'calling')",2
2792,"('calling', 'bad')",1
