,trigram,count
1636,"('<num>', '£<num>', 'tyronesecret')",1
1637,"('£<num>', 'tyronesecret', 'admirer')",1
1638,"('tyronesecret', 'admirer', 'looking')",1
1639,"('think', 'specifically', '<num>secret')",1
1640,"('specifically', '<num>secret', 'admirer')",1
1641,"('<num>secret', 'admirer', 'looking')",1
1642,"('think', 'specifically', '<num>stopsms<num>reminder')",1
1643,"('specifically', '<num>stopsms<num>reminder', 'downloaded')",1
1644,"('<num>stopsms<num>reminder', 'downloaded', 'content')",1
1645,"('downloaded', 'content', 'already')",1
1646,"('content', 'already', 'paid')",1
1647,"('already', 'paid', 'got')",1
1648,"('paid', 'got', 'hotpoint')",1
1649,"('got', 'hotpoint', 'memory')",1
1650,"('hotpoint', 'memory', 'collect')",1
1651,"('memory', 'collect', 'contentfree')",1
1652,"('collect', 'contentfree', 'ringtone')",1
1653,"('contentfree', 'ringtone', 'waiting')",1
1654,"('mkt', 'mph', '<num>ppwlatest')",1
1655,"('mph', '<num>ppwlatest', 'stereophonic')",1
1656,"('<num>ppwlatest', 'stereophonic', 'marley')",1
1657,"('stereophonic', 'marley', 'dizzy')",1
1658,"('marley', 'dizzy', 'racial')",1
1659,"('dizzy', 'racial', 'libertine')",1
1660,"('racial', 'libertine', 'stroke')",1
1661,"('libertine', 'stroke', 'win')",1
1662,"('stroke', 'win', 'nookie')",1
1663,"('win', 'nookie', 'game')",1
1664,"('nookie', 'game', 'flirt')",1
1665,"('game', 'flirt', 'click')",1
1666,"('flirt', 'click', 'bookmark')",1
1667,"('click', 'bookmark', 'text')",1
1668,"('bookmark', 'text', '<num>january')",1
1669,"('text', '<num>january', 'male')",1
1670,"('<num>january', 'male', 'sale')",1
1671,"('male', 'sale', 'hot')",2
1672,"('sale', 'hot', 'gay')",2
1673,"('hot', 'gay', 'chat')",2
1674,"('gay', 'chat', 'cheaper')",2
1675,"('chat', 'cheaper', 'call')",2
1676,"('cheaper', 'call', '<num>')",2
1677,"('national', 'rate', 'spain')",2
1678,"('rate', 'spain', 'cheap')",2
1679,"('spain', 'cheap', 'spain')",2
1680,"('cheap', 'spain', 'peak')",2
1681,"('spain', 'peak', 'stop')",2
1682,"('peak', 'stop', 'text')",2
1683,"('stop', 'text', 'call')",8
1684,"('text', 'call', '<num>')",7
1685,"('call', '<num>', 'spainmoney')",1
1686,"('<num>', 'spainmoney', 'lucky')",1
1687,"('spainmoney', 'lucky', 'winner')",1
1688,"('lucky', 'winner', 'claim')",1
1689,"('winner', 'claim', 'prize')",1
1690,"('claim', 'prize', 'text')",1
1691,"('prize', 'text', 'money')",1
1692,"('text', 'money', '<num>')",1
1693,"('money', '<num>', 'million')",1
1694,"('<num>', 'million', 'give')",1
1695,"('million', 'give', 'away')",1
1696,"('give', 'away', 'ppt<num>x<num>normal')",1
1697,"('away', 'ppt<num>x<num>normal', 'text')",1
1698,"('ppt<num>x<num>normal', 'text', 'rate')",1
1699,"('text', 'rate', 'box')",1
1700,"('rate', 'box', 'wittydear')",1
1701,"('box', 'wittydear', 'matthew')",1
1702,"('wittydear', 'matthew', 'please')",1
1703,"('matthew', 'please', 'call')",1
1704,"('landline', 'complimentary', 'flux')",1
1705,"('complimentary', 'flux', 'tenerife')",1
1706,"('flux', 'tenerife', 'holiday')",1
1707,"('tenerife', 'holiday', '£<num>')",4
1708,"('holiday', '£<num>', 'cash')",8
1709,"('£<num>', 'cash', 'await')",7
1710,"('await', 'collection', 'ppm')",2
1711,"('collection', 'ppm', 'see')",2
1712,"('ppm', 'see', 'box')",1
1713,"('see', 'box', 'sketchurgent')",1
1714,"('box', 'sketchurgent', 'call')",1
1715,"('sketchurgent', 'call', '<num>')",1
1716,"('landline', 'complimentary', 'tenerife')",1
1717,"('complimentary', 'tenerife', 'holiday')",3
1718,"('see', 'box', 'ppmgetting')",1
1719,"('box', 'ppmgetting', 'touch')",1
1720,"('ppmgetting', 'touch', 'folk')",1
1721,"('touch', 'folk', 'waiting')",1
1722,"('folk', 'waiting', 'company')",1
1723,"('waiting', 'company', 'text')",1
1724,"('company', 'text', 'back')",1
1725,"('name', 'age', 'opt')",1
1726,"('age', 'opt', 'enjoy')",1
1727,"('opt', 'enjoy', 'community')",1
1728,"('enjoy', 'community', '<num>psmscasablanca')",1
1729,"('community', '<num>psmscasablanca', 'currently')",1
1730,"('<num>psmscasablanca', 'currently', 'pound')",1
1731,"('cashing', 'send', '<num>')",4
1732,"('<num>pmsg', '<num>', 'box')",3
1733,"('<num>', 'box', '<num>')",4
1734,"('box', '<num>', 'twofilthy')",1
1735,"('<num>', 'twofilthy', 'story')",1
1736,"('twofilthy', 'story', 'girl')",1
1737,"('story', 'girl', 'waitingurgent')",1
1738,"('girl', 'waitingurgent', 'trying')",1
1739,"('waitingurgent', 'trying', 'contact')",1
1740,"('trying', 'contact', 'today')",9
1741,"('contact', 'today', 'draw')",9
1742,"('today', 'draw', 'show')",9
1743,"('line', 'claim', 'valid<num>hrscongrats')",1
1744,"('claim', 'valid<num>hrscongrats', 'mobile')",1
1745,"('valid<num>hrscongrats', 'mobile', 'videophones')",1
1746,"('mobile', 'videophones', 'call')",5
1747,"('videophones', 'call', '<num>')",5
1748,"('call', '<num>', 'videochat')",5
1749,"('<num>', 'videochat', 'mate')",5
1750,"('videochat', 'mate', 'play')",5
1751,"('mate', 'play', 'java')",5
1752,"('play', 'java', 'game')",5
1753,"('java', 'game', 'load')",5
1754,"('game', 'load', 'polyp')",3
1755,"('load', 'polyp', 'music')",3
1756,"('polyp', 'music', 'online')",3
1757,"('music', 'online', 'rentalplease')",1
1758,"('online', 'rentalplease', 'call')",1
1759,"('rentalplease', 'call', 'customer')",1
1760,"('cash', '£<num>', 'prizepanasonic')",1
1761,"('£<num>', 'prizepanasonic', 'bluetoothhdset')",1
1762,"('prizepanasonic', 'bluetoothhdset', 'free')",1
1763,"('bluetoothhdset', 'free', 'nokia')",1
1764,"('free', 'nokia', 'free')",1
1765,"('nokia', 'free', 'motorola')",1
1766,"('free', 'motorola', 'free')",1
1767,"('motorola', 'free', 'double')",1
1768,"('free', 'double', 'doublet')",1
1769,"('double', 'doublet', 'orange')",1
1770,"('doublet', 'orange', 'contract')",1
1771,"('orange', 'contract', 'call')",1
1772,"('contract', 'call', 'mobileupd<num>')",1
1773,"('mobileupd<num>', '<num>', 'call')",2
1774,"('<num>', 'call', 'outputfree')",1
1775,"('call', 'outputfree', 'week')",1
1776,"('outputfree', 'week', 'nokia')",1
1777,"('nokia', 'tone', 'mob')",5
1778,"('tone', 'mob', 'every')",9
1779,"('mob', 'every', 'week')",9
1780,"('<num>', 'wow', 'norm<num>ptoneguess')",1
1781,"('wow', 'norm<num>ptoneguess', 'somebody')",1
1782,"('norm<num>ptoneguess', 'somebody', 'know')",1
1783,"('somebody', 'know', 'secretly')",2
1784,"('know', 'secretly', 'fancy')",2
1785,"('secretly', 'fancy', 'wanna')",2
1786,"('fancy', 'wanna', 'find')",2
1787,"('wanna', 'find', 'give')",2
1788,"('find', 'give', 'call')",2
1789,"('give', 'call', '<num>')",2
1790,"('<num>', 'landline', 'datebox<num>essexcm<num>xn')",2
1791,"('landline', 'datebox<num>essexcm<num>xn', '<num>pminknow')",1
1792,"('datebox<num>essexcm<num>xn', '<num>pminknow', 'someone')",1
1793,"('<num>pminknow', 'someone', 'know')",1
1794,"('someone', 'know', 'fancy')",1
1795,"('know', 'fancy', 'call')",1
1796,"('fancy', 'call', '<num>')",1
1797,"('call', '<num>', 'find')",1
1798,"('<num>', 'find', 'box')",1
1799,"('find', 'box', 'ls<num>hb<num>')",1
1800,"('box', 'ls<num>hb<num>', 'flirting')",1
1801,"('ls<num>hb<num>', 'flirting', 'text')",1
1802,"('flirting', 'text', 'girl')",1
1803,"('text', 'girl', 'bloke')",1
1804,"('girl', 'bloke', 'name')",1
1805,"('bloke', 'name', 'age')",1
1806,"('age', 'leg', 'girl')",1
1807,"('leg', 'girl', 'zoe')",1
1808,"('girl', 'zoe', '<num>')",1
1809,"('zoe', '<num>', 'join')",1
1810,"('<num>', 'join', 'get')",1
1811,"('join', 'get', 'chattingday')",1
1812,"('get', 'chattingday', 'euro<num>')",1
1813,"('chattingday', 'euro<num>', 'kickoff')",1
1814,"('euro<num>', 'kickoff', 'kept')",2
1815,"('kickoff', 'kept', 'informed')",2
1816,"('kept', 'informed', 'latest')",2
1817,"('informed', 'latest', 'news')",2
1818,"('result', 'daily', 'unsubscribe')",2
1819,"('daily', 'unsubscribe', 'send')",2
1820,"('unsubscribe', 'send', 'get')",2
1821,"('send', 'get', 'euro')",2
1822,"('get', 'euro', 'stop')",2
1823,"('euro', 'stop', '<num>fastener')",1
1824,"('stop', '<num>fastener', 'quiz')",1
1825,"('<num>fastener', 'quiz', 'flower')",1
1826,"('quiz', 'flower', 'dot')",2
1827,"('flower', 'dot', 'compare')",2
1828,"('dot', 'compare', 'violet')",2
1829,"('compare', 'violet', 'tulip')",2
1830,"('violet', 'tulip', 'lily')",2
1831,"('tulip', 'lily', 'text')",2
1832,"('lily', 'text', '<num>')",2
1833,"('text', '<num>', 'chance')",2
1834,"('<num>', 'chance', 'win')",2
1835,"('chance', 'win', '£<num>')",2
1836,"('win', '£<num>', 'cash')",5
1837,"('£<num>', 'cash', 'wkent<num>p<num>new')",1
1838,"('cash', 'wkent<num>p<num>new', 'local')",1
1839,"('wkent<num>p<num>new', 'local', 'date')",1
1840,"('local', 'date', 'area')",1
1841,"('date', 'area', 'lot')",1
1842,"('area', 'lot', 'new')",1
1843,"('lot', 'new', 'people')",1
1844,"('new', 'people', 'registered')",1
1845,"('people', 'registered', 'area')",1
1846,"('registered', 'area', 'reply')",1
1847,"('area', 'reply', 'date')",1
1848,"('reply', 'date', 'start')",1
1849,"('date', 'start', 'wwwflirtpartyus')",1
1850,"('start', 'wwwflirtpartyus', 'replys<num>someone')",1
1851,"('wwwflirtpartyus', 'replys<num>someone', 'know')",1
1852,"('replys<num>someone', 'know', 'asked')",1
1853,"('know', 'asked', 'dating')",4
1854,"('asked', 'dating', 'service')",4
1855,"('dating', 'service', 'contact')",4
1856,"('service', 'contact', 'cant')",4
1857,"('contact', 'cant', 'guess')",4
1858,"('cant', 'guess', 'call')",4
1859,"('guess', 'call', '<num>')",4
1860,"('call', '<num>', 'revealed')",5
1861,"('<num>', 'revealed', 'boxurgent')",1
1862,"('revealed', 'boxurgent', 'trying')",1
1863,"('boxurgent', 'trying', 'contact')",1
1864,"('line', 'claim', 'valid<num>hrsdear')",1
1865,"('claim', 'valid<num>hrsdear', 'invited')",1
1866,"('valid<num>hrsdear', 'invited', 'chat')",1
1867,"('invited', 'chat', 'final')",4
1868,"('chat', 'final', 'attempt')",4
1869,"('final', 'attempt', 'contact')",6
1870,"('attempt', 'contact', 'text')",4
1871,"('contact', 'text', 'chat')",4
1872,"('text', 'chat', '<num>awarded')",1
1873,"('chat', '<num>awarded', 'six')",1
1874,"('<num>awarded', 'six', 'digital')",2
1875,"('six', 'digital', 'camera')",6
1876,"('digital', 'camera', 'call')",6
1877,"('camera', 'call', '<num>')",6
1878,"('<num>', 'landline', 'delivery')",2
1879,"('landline', 'delivery', 'within')",6
1880,"('delivery', 'within', 'day')",2
1881,"('within', 'day', 'box')",2
1882,"('day', 'box', 'm<num>bp')",2
1883,"('box', 'm<num>bp', 'tyr')",2
1884,"('m<num>bp', 'tyr', 'warranty')",2
1885,"('tyr', 'warranty', 'ppm')",2
1886,"('warranty', 'ppm', 'p£<num>win')",1
1887,"('ppm', 'p£<num>win', 'urgent')",1
1888,"('p£<num>win', 'urgent', 'mobile')",1
1889,"('urgent', 'mobile', 'number')",1
1890,"('claim', '<num>', 'valid')",5
1891,"('<num>', 'valid', 'ppmdear')",1
1892,"('valid', 'ppmdear', 'subscriber')",1
1893,"('ppmdear', 'subscriber', 'draw')",1
1894,"('subscriber', 'draw', '£<num>')",3
1895,"('draw', '£<num>', 'gift')",4
1896,"('gift', 'voucher', 'entered')",3
1897,"('voucher', 'entered', 'receipt')",3
1898,"('entered', 'receipt', 'correct')",3
1899,"('receipt', 'correct', 'elvis')",1
1900,"('correct', 'elvis', 'presley')",1
1901,"('elvis', 'presley', 'birthday')",1
1902,"('presley', 'birthday', 'text')",1
1903,"('birthday', 'text', 'answer')",1
1904,"('text', 'answer', '<num>message')",1
1905,"('answer', '<num>message', 'important')",1
1906,"('<num>message', 'important', 'information')",1
1907,"('important', 'information', 'user')",3
1908,"('information', 'user', 'today')",3
1909,"('user', 'today', 'lucky')",4
1910,"('today', 'lucky', 'day')",4
1911,"('lucky', 'day', 'find')",4
1912,"('day', 'find', 'log')",4
1913,"('find', 'log', 'onto')",4
1914,"('log', 'onto', 'httpwwwurawinnercom')",6
1915,"('onto', 'httpwwwurawinnercom', 'fantastic')",6
1916,"('httpwwwurawinnercom', 'fantastic', 'surprise')",5
1917,"('fantastic', 'surprise', 'awaiting<num>')",1
1918,"('surprise', 'awaiting<num>', '£<num>')",1
1919,"('awaiting<num>', '£<num>', 'price')",1
1920,"('£<num>', 'price', 'claim')",1
1921,"('price', 'claim', 'call')",1
1922,"('claim', 'call', '<num>bored')",1
1923,"('call', '<num>bored', 'speed')",1
1924,"('<num>bored', 'speed', 'dating')",1
1925,"('speed', 'dating', 'try')",1
1926,"('dating', 'try', 'speedboat')",1
1927,"('try', 'speedboat', 'text')",1
1928,"('speedboat', 'text', 'speedboat')",1
1929,"('text', 'speedboat', '<num>')",1
1930,"('speedboat', '<num>', 'like')",1
1931,"('<num>', 'like', 'text')",1
1932,"('like', 'text', 'swap')",1
1933,"('text', 'swap', 'get')",1
1934,"('swap', 'get', 'new')",1
1935,"('get', 'new', 'chatter')",1
1936,"('new', 'chatter', 'chat<num>')",1
1937,"('chatter', 'chat<num>', 'pobox<num>w<num>wq')",1
1938,"('chat<num>', 'pobox<num>w<num>wq', '<num>pmsg')",1
1939,"('pobox<num>w<num>wq', '<num>pmsg', 'rcdwant')",1
1940,"('<num>pmsg', 'rcdwant', 'anytime')",1
1941,"('rcdwant', 'anytime', 'network')",1
1942,"('reply', 'delivery', 'tomorrowtaking')",1
1943,"('delivery', 'tomorrowtaking', 'part')",1
1944,"('tomorrowtaking', 'part', 'mobile')",1
1945,"('part', 'mobile', 'survey')",1
1946,"('mobile', 'survey', 'yesterday')",1
1947,"('survey', 'yesterday', 'text')",1
1948,"('yesterday', 'text', 'use')",1
1949,"('text', 'use', 'however')",1
1950,"('use', 'however', 'wish')",1
1951,"('however', 'wish', 'get')",1
1952,"('wish', 'get', 'tit')",1
1953,"('get', 'tit', 'send')",1
1954,"('tit', 'send', 'text')",1
1955,"('send', 'text', '<num>')",1
1956,"('text', '<num>', 'wwwtxt<num>comhmm')",1
1957,"('<num>', 'wwwtxt<num>comhmm', 'quiz')",1
1958,"('wwwtxt<num>comhmm', 'quiz', 'casablanca')",1
1959,"('quiz', 'casablanca', 'currently')",1
1960,"('casablanca', 'currently', '£<num>')",1
1961,"('currently', '£<num>', 'maximize')",1
1962,"('£<num>', 'maximize', 'cashing')",1
1963,"('send', '<num>', '<num>pmsgdone')",1
1964,"('<num>', '<num>pmsgdone', 'forget')",1
1965,"('<num>pmsgdone', 'forget', 'place')",1
1966,"('forget', 'place', 'many')",1
1967,"('place', 'many', 'free')",1
1968,"('many', 'free', 'request')",1
1969,"('free', 'request', '<num>stchoicecouk')",1
1970,"('request', '<num>stchoicecouk', 'wish')",1
1971,"('<num>stchoicecouk', 'wish', 'information')",1
1972,"('wish', 'information', 'call')",1
1973,"('information', 'call', '<num>know')",1
1974,"('call', '<num>know', 'know')",1
1975,"('<num>know', 'know', 'send')",1
1976,"('know', 'send', 'chat')",3
1977,"('send', 'chat', '<num>')",3
1978,"('chat', '<num>', 'let')",3
1979,"('<num>', 'let', 'find')",3
1980,"('let', 'find', '<num>pmsg')",3
1981,"('find', '<num>pmsg', 'rcd')",3
1982,"('<num>pmsg', 'rcd', 'hgsuite<num>landsroww<num>j<num>hl')",3
1983,"('rcd', 'hgsuite<num>landsroww<num>j<num>hl', 'len')",3
1984,"('hgsuite<num>landsroww<num>j<num>hl', 'len', 'yearthank')",1
1985,"('len', 'yearthank', 'winner')",1
1986,"('yearthank', 'winner', 'notified')",1
1987,"('winner', 'notified', 'sims')",1
1988,"('notified', 'sims', 'good')",1
1989,"('sims', 'good', 'luck')",1
1990,"('good', 'luck', 'future')",1
1991,"('luck', 'future', 'marketing')",1
1992,"('future', 'marketing', 'reply')",1
1993,"('marketing', 'reply', 'stop')",1
1994,"('reply', 'stop', '<num>')",1
1995,"('stop', '<num>', 'customer')",3
1996,"('<num>', 'customer', 'service')",3
1997,"('customer', 'service', '<num><num>')",1
1998,"('service', '<num><num>', 'girl')",1
1999,"('<num><num>', 'girl', 'many')",1
2000,"('girl', 'many', 'local')",1
2001,"('many', 'local', 'virgin')",1
2002,"('local', 'virgin', 'ready')",1
2003,"('virgin', 'ready', 'mail')",1
2004,"('ready', 'mail', 'every')",1
2005,"('mail', 'every', 'sexual')",1
2006,"('every', 'sexual', 'need')",1
2007,"('sexual', 'need', 'mail')",1
2008,"('need', 'mail', 'text')",1
2009,"('mail', 'text', 'cute')",1
2010,"('text', 'cute', '<num>£<num>pfree')",1
2011,"('cute', '<num>£<num>pfree', 'entry')",1
2012,"('<num>£<num>pfree', 'entry', 'wkly')",1
2013,"('rate', 'apply', '<num>over<num>got')",1
2014,"('apply', '<num>over<num>got', 'take')",1
2015,"('<num>over<num>got', 'take', 'take')",1
2016,"('take', 'take', 'part')",2
2017,"('take', 'part', 'arc')",2
2018,"('part', 'arc', 'rally')",2
2019,"('arc', 'rally', 'lemonade')",2
2020,"('rally', 'lemonade', 'energy')",2
2021,"('lemonade', 'energy', 'text')",2
2022,"('energy', 'text', 'rally')",2
2023,"('text', 'rally', '<num>')",2
2024,"('rally', '<num>', 'see')",2
2025,"('<num>', 'see', 'pack')",2
2026,"('see', 'pack', 'lucozadecoukwrc')",2
2027,"('pack', 'lucozadecoukwrc', 'couldsex')",1
2028,"('lucozadecoukwrc', 'couldsex', 'mobile')",1
2029,"('couldsex', 'mobile', 'free')",1
2030,"('mobile', 'free', 'sexy')",1
2031,"('free', 'sexy', 'pic')",1
2032,"('sexy', 'pic', 'jordan')",1
2033,"('pic', 'jordan', 'text')",1
2034,"('jordan', 'text', 'babe')",1
2035,"('text', 'babe', '<num>')",1
2036,"('babe', '<num>', 'every')",1
2037,"('<num>', 'every', 'get')",1
2038,"('every', 'get', 'sexy')",1
2039,"('get', 'sexy', 'celeb')",1
2040,"('sexy', 'celeb', 'pocketbabecouk')",1
2041,"('celeb', 'pocketbabecouk', 'pic')",1
2042,"('pocketbabecouk', 'pic', 'hawk')",1
2043,"('pic', 'hawk', '<num>new')",1
2044,"('hawk', '<num>new', 'voicemail')",1
2045,"('<num>new', 'voicemail', 'please')",2
2046,"('voicemail', 'please', 'call')",3
2047,"('please', 'call', '<num>win')",1
2048,"('call', '<num>win', 'year')",1
2049,"('<num>win', 'year', 'supply')",1
2050,"('year', 'supply', 'store')",2
2051,"('supply', 'store', 'choice')",2
2052,"('store', 'choice', 'worth')",2
2053,"('choice', 'worth', '£<num>')",2
2054,"('worth', '£<num>', 'enter')",2
2055,"('£<num>', 'enter', '£<num>')",2
2056,"('enter', '£<num>', 'weekly')",2
2057,"('<num>', 'tic', 'wwwldewcomsubs<num>win<num>ppmx<num>sim')",1
2058,"('tic', 'wwwldewcomsubs<num>win<num>ppmx<num>sim', 'subscriber')",1
2059,"('wwwldewcomsubs<num>win<num>ppmx<num>sim', 'subscriber', 'selected')",1
2060,"('subscriber', 'selected', 'receive')",1
2061,"('selected', 'receive', 'bonus')",1
2062,"('receive', 'bonus', 'get')",1
2063,"('bonus', 'get', 'delivered')",1
2064,"('get', 'delivered', 'door')",1
2065,"('delivered', 'door', 'text')",1
2066,"('door', 'text', 'word')",1
2067,"('text', 'word', '<num>')",1
2068,"('word', '<num>', 'claim')",1
2069,"('<num>', 'claim', '<num>pmsg')",1
2070,"('claim', '<num>pmsg', 'exp')",1
2071,"('<num>pmsg', 'exp', 'aprnew')",1
2072,"('exp', 'aprnew', 'voicemail')",1
2073,"('aprnew', 'voicemail', 'please')",1
2074,"('please', 'call', '<num>nokia')",1
2075,"('call', '<num>nokia', 'tone')",1
2076,"('<num>nokia', 'tone', 'mob')",1
2077,"('text', '<num>', 'tone')",4
2078,"('<num>', 'tone', 'free')",4
2079,"('tone', 'free', 'get')",4
2080,"('free', 'get', 'latin')",4
2081,"('get', 'latin', 'tell')",4
2082,"('latin', 'tell', 'friend')",4
2083,"('tell', 'friend', 'peptone')",4
2084,"('friend', 'peptone', 'reply')",4
2085,"('peptone', 'reply', 'infowinner')",1
2086,"('reply', 'infowinner', 'specially')",1
2087,"('infowinner', 'specially', 'selected')",1
2088,"('operator', 'claim', '<num>reply')",1
2089,"('claim', '<num>reply', 'name')",1
2090,"('<num>reply', 'name', 'address')",1
2091,"('name', 'address', 'receive')",1
2092,"('address', 'receive', 'post')",1
2093,"('receive', 'post', 'week')",1
2094,"('post', 'week', 'completely')",1
2095,"('week', 'completely', 'free')",1
2096,"('completely', 'free', 'accommodation')",1
2097,"('free', 'accommodation', 'various')",1
2098,"('accommodation', 'various', 'global')",1
2099,"('various', 'global', 'location')",1
2100,"('global', 'location', 'wwwphb<num>com')",1
2101,"('location', 'wwwphb<num>com', 'ph<num>pfree')",1
2102,"('wwwphb<num>com', 'ph<num>pfree', 'entry')",1
2103,"('ph<num>pfree', 'entry', '£<num>')",1
2104,"('£<num>', 'weekly', 'comp')",3
2105,"('weekly', 'comp', 'send')",3
2106,"('comp', 'send', 'word')",3
2107,"('send', 'word', 'enter')",2
2108,"('word', 'enter', '<num>')",2
2109,"('enter', '<num>', 'wwwtextcompcom')",1
2110,"('<num>', 'wwwtextcompcom', 'care')",1
2111,"('wwwtextcompcom', 'care', '<num>please')",1
2112,"('care', '<num>please', 'call')",1
2113,"('urgent', 'message', 'waitinghungry')",1
2114,"('message', 'waitinghungry', 'gay')",1
2115,"('waitinghungry', 'gay', 'guy')",1
2116,"('gay', 'guy', 'feeling')",1
2117,"('guy', 'feeling', 'hungry')",1
2118,"('feeling', 'hungry', 'call')",1
2119,"('hungry', 'call', '<num>')",1
2120,"('call', '<num>', 'spain')",5
2121,"('<num>', 'spain', 'stop')",5
2122,"('spain', 'stop', 'text')",6
2123,"('call', '<num>', 'spainget')",1
2124,"('<num>', 'spainget', 'phone')",1
2125,"('spainget', 'phone', 'wanna')",1
2126,"('phone', 'wanna', 'chat')",1
2127,"('wanna', 'chat', 'set')",1
2128,"('chat', 'set', 'meet')",1
2129,"('set', 'meet', 'call')",1
2130,"('meet', 'call', '<num>')",1
2131,"('call', '<num>', 'cum')",1
2132,"('<num>', 'cum', 'moro')",1
2133,"('cum', 'moro', 'lug')",1
2134,"('moro', 'lug', 'jane')",1
2135,"('lug', 'jane', 'xxx')",1
2136,"('jane', 'xxx', 'calls£<num>minmoremobsemspobox<num>po<num>wanetwork')",1
2137,"('xxx', 'calls£<num>minmoremobsemspobox<num>po<num>wanetwork', 'operator')",1
2138,"('calls£<num>minmoremobsemspobox<num>po<num>wanetwork', 'operator', 'service')",1
2139,"('operator', 'service', 'free')",1
2140,"('service', 'free', 'visit')",1
2141,"('free', 'visit', '<num>bizenjoy')",1
2142,"('visit', '<num>bizenjoy', 'hamster')",1
2143,"('<num>bizenjoy', 'hamster', 'hidebound')",1
2144,"('hamster', 'hidebound', 'gold')",1
2145,"('hidebound', 'gold', 'club')",1
2146,"('gold', 'club', 'credit')",1
2147,"('club', 'credit', 'new')",1
2148,"('credit', 'new', 'videosounds<num>')",1
2149,"('new', 'videosounds<num>', 'logosmusicnews')",1
2150,"('videosounds<num>', 'logosmusicnews', 'get')",1
2151,"('logosmusicnews', 'get', 'fun')",1
2152,"('get', 'fun', 'jamstercouk')",1
2153,"('fun', 'jamstercouk', 'help')",1
2154,"('jamstercouk', 'help', 'call')",1
2155,"('help', 'call', '<num>get')",1
2156,"('call', '<num>get', 'lion')",1
2157,"('<num>get', 'lion', 'england')",2
2158,"('lion', 'england', 'tone')",2
2159,"('england', 'tone', 'reply')",2
2160,"('tone', 'reply', 'lion')",2
2161,"('reply', 'lion', 'mono')",2
2162,"('lion', 'mono', 'lion')",2
2163,"('mono', 'lion', 'poly')",2
2164,"('lion', 'poly', 'wwwringtonescouk')",2
2165,"('poly', 'wwwringtonescouk', 'original')",2
2166,"('wwwringtonescouk', 'original', 'best')",4
2167,"('original', 'best', 'tone')",4
2168,"('best', 'tone', 'gap')",4
2169,"('tone', 'gap', 'network')",4
2170,"('gap', 'network', 'operator')",4
2171,"('network', 'operator', 'rate')",4
2172,"('operator', 'rate', 'applywin')",1
2173,"('rate', 'applywin', 'newest')",1
2174,"('applywin', 'newest', 'harry')",1
2175,"('newest', 'harry', 'potter')",2
2176,"('harry', 'potter', 'order')",2
2177,"('potter', 'order', 'phoenix')",2
2178,"('order', 'phoenix', 'book')",2
2179,"('phoenix', 'book', 'reply')",2
2180,"('book', 'reply', 'harry')",2
2181,"('reply', 'harry', 'answer')",2
2182,"('harry', 'answer', 'question')",2
2183,"('answer', 'question', 'chance')",2
2184,"('question', 'chance', 'first')",2
2185,"('chance', 'first', 'among')",2
2186,"('first', 'among', 'readerbalance')",1
2187,"('among', 'readerbalance', '£<num>')",1
2188,"('readerbalance', '£<num>', 'next')",1
2189,"('£<num>', 'next', 'question')",2
2190,"('next', 'question', 'sang')",1
2191,"('question', 'sang', 'uptown')",1
2192,"('sang', 'uptown', 'girl')",1
2193,"('uptown', 'girl', 'answer')",1
2194,"('girl', 'answer', 'text')",1
2195,"('answer', 'text', 'answer')",1
2196,"('text', 'answer', '<num>')",1
2197,"('answer', '<num>', 'good')",1
2198,"('<num>', 'good', 'luckfreeway')",1
2199,"('good', 'luckfreeway', 'sexy')",1
2200,"('luckfreeway', 'sexy', 'george')",1
2201,"('sexy', 'george', 'day')",2
2202,"('george', 'day', 'pic')",2
2203,"('day', 'pic', 'jordan')",2
2204,"('pic', 'jordan', 'pic')",2
2205,"('jordan', 'pic', '<num>')",2
2206,"('pic', '<num>', 'done')",2
2207,"('<num>', 'done', 'miss')",2
2208,"('done', 'miss', 'every')",2
2209,"('miss', 'every', 'saucy')",2
2210,"('every', 'saucy', 'celebs')",2
2211,"('saucy', 'celebs', 'pic')",2
2212,"('celebs', 'pic', 'pocketbabecouk')",2
2213,"('pic', 'pocketbabecouk', '<num>')",2
2214,"('pocketbabecouk', '<num>', 'hawkhot')",1
2215,"('<num>', 'hawkhot', 'live')",1
2216,"('hawkhot', 'live', 'fantasy')",1
2217,"('live', 'fantasy', 'call')",5
2218,"('fantasy', 'call', '<num>')",6
2219,"('call', '<num>', 'per')",15
2220,"('<num>', 'per', 'min')",10
2221,"('per', 'min', 'ltd')",7
2222,"('min', 'ltd', 'box')",7
2223,"('ltd', 'box', '<num>')",8
2224,"('box', '<num>', 'croydon')",7
2225,"('<num>', 'croydon', 'cry')",7
2226,"('croydon', 'cry', '<num>kbear')",1
2227,"('cry', '<num>kbear', 'pic')",1
2228,"('<num>kbear', 'pic', 'nick')",1
2229,"('pic', 'nick', 'tom')",1
2230,"('nick', 'tom', 'pete')",1
2231,"('tom', 'pete', 'dick')",1
2232,"('pete', 'dick', 'fact')",1
2233,"('dick', 'fact', 'type')",1
2234,"('fact', 'type', 'try')",1
2235,"('type', 'try', 'gay')",1
2236,"('try', 'gay', 'chat')",1
2237,"('gay', 'chat', 'photo')",1
2238,"('chat', 'photo', 'upload')",1
2239,"('photo', 'upload', 'call')",2
2240,"('upload', 'call', '<num>')",2
2241,"('text', 'call', '<num>new')",1
