,bigram,count
852,"('term', 'condition')",4
853,"('condition', 'visit')",2
854,"('visit', 'www<num>comcongrats')",1
855,"('www<num>comcongrats', 'year')",1
856,"('done', 'misscongratulation')",1
857,"('misscongratulation', 'week')",1
858,"('week', 'competition')",2
859,"('competition', 'draw')",2
860,"('draw', '£<num>')",7
861,"('prize', 'claim')",17
862,"('<num>', 'b<num>')",4
863,"('b<num>', 'stop')",2
864,"('stop', 'sims')",3
865,"('sims', '<num>')",3
866,"('<num>', 'ppmguaranteed')",1
867,"('ppmguaranteed', 'latest')",2
868,"('latest', 'nokia')",5
869,"('nokia', 'phone')",4
870,"('phone', 'page')",4
871,"('page', 'ipod')",6
872,"('ipod', 'mph')",5
873,"('mph', 'player')",5
874,"('player', '£<num>')",5
875,"('prize', 'text')",5
876,"('word', 'collect')",3
877,"('collect', '<num>')",4
878,"('<num>', 'ltd')",3
879,"('ltd', 'ldnw<num>h')",3
880,"('ldnw<num>h', '<num>pmtmsgrcvd<num>bottle')",1
881,"('<num>pmtmsgrcvd<num>bottle', 'tone')",1
882,"('tone', 'reply')",7
883,"('reply', 'poly')",2
884,"('poly', 'mono')",1
885,"('leg', 'poly')",2
886,"('poly', 'cha')",1
887,"('cha', 'cha')",1
888,"('cha', 'slide')",1
889,"('slide', 'yeah')",1
890,"('yeah', 'slow')",1
891,"('slow', 'jazz')",1
892,"('jazz', 'toxic')",1
893,"('toxic', 'come')",1
894,"('come', 'stop')",1
895,"('stop', 'tone')",1
896,"('tone', 'textcredit')",1
897,"('textcredit', 'topped')",1
898,"('topped', 'httpwwwbubbletextcom')",1
899,"('httpwwwbubbletextcom', 'renewal')",1
900,"('renewal', 'pin')",1
901,"('pin', 'tgxxrzurgent')",1
902,"('tgxxrzurgent', 'mobile')",1
903,"('<num>', 'attempt')",8
904,"('attempt', 'contact')",14
905,"('<num>', 'box<num>qutoday')",1
906,"('box<num>qutoday', 'offer')",1
907,"('offer', 'claim')",2
908,"('claim', '£<num>')",10
909,"('£<num>', 'worth')",7
910,"('worth', 'discount')",7
911,"('discount', 'voucher')",6
912,"('voucher', 'text')",2
913,"('text', 'yes')",8
914,"('yes', '<num>')",5
915,"('<num>', 'salmon')",6
916,"('salmon', 'member')",5
917,"('member', 'offer')",5
918,"('offer', 'mobile')",7
919,"('£<num>', 'sub')",3
920,"('sub', 'sub')",2
921,"('sub', 'replyreceive')",1
922,"('replyreceive', 'tone')",1
923,"('tone', 'within')",1
924,"('within', 'next')",1
925,"('next', 'term')",1
926,"('condition', 'please')",1
927,"('please', 'see')",1
928,"('see', 'channel')",1
929,"('channel', 'teletextprivate')",1
930,"('teletextprivate', '<num>')",1
931,"('unredeemed', 'sim')",3
932,"('sim', 'point')",3
933,"('point', 'call')",12
934,"('<num>', 'expires')",12
935,"('expires', '<num>wwwapplausestorecom')",1
936,"('<num>wwwapplausestorecom', 'monthlysubscription<num>pmsg')",1
937,"('monthlysubscription<num>pmsg', 'mammoth')",1
938,"('mammoth', 'csc')",1
939,"('csc', 'web')",1
940,"('web', 'age')",1
941,"('age', 'stop')",1
942,"('text', 'stopgent')",1
943,"('stopgent', 'trying')",1
944,"('valid', 'ppm<num>')",1
945,"('ppm<num>', 'cash')",1
946,"('<num>', 'prize')",4
947,"('claim', 'call<num>mobile')",1
948,"('call<num>mobile', 'number')",1
949,"('number', '£<num>')",2
950,"('call', 'back')",5
951,"('back', 'ring')",1
952,"('ring', 'claim')",1
953,"('claim', 'hot')",1
954,"('hot', 'line')",1
955,"('line', '<num>tried')",1
956,"('<num>tried', 'contact')",1
957,"('offer', 'mind')",1
958,"('mind', 'expand')",1
959,"('expand', 'new')",1
960,"('new', 'video')",10
961,"('video', 'phone')",9
962,"('<num>', 'reply')",8
963,"('reply', 'free')",1
964,"('free', 'delivery')",1
965,"('delivery', 'tomorrowchance')",1
966,"('tomorrowchance', 'win')",1
967,"('£<num>', 'wkly')",3
968,"('wkly', 'shopping')",2
969,"('shopping', 'spree')",7
970,"('spree', 'text')",2
971,"('text', 'shop')",4
972,"('shop', '<num>')",4
973,"('<num>', 'wwwtxt<num>shopcom')",2
974,"('wwwtxt<num>shopcom', 'custard')",2
975,"('custard', '<num>')",5
976,"('<num>', '<num>x<num>pwkspecially')",1
977,"('<num>x<num>pwkspecially', 'selected')",1
978,"('receive', '<num>')",2
979,"('pound', 'award')",1
980,"('<num>', 'line')",3
981,"('line', 'close')",2
982,"('close', 'cost')",2
983,"('ppm', 'apply')",2
984,"('apply', 'promoprivate')",1
985,"('promoprivate', '<num>')",1
986,"('unredeemed', 'point')",10
987,"('expires', '<num>important')",1
988,"('<num>important', 'customer')",1
989,"('announcement', 'call')",2
990,"('call', 'freephone')",5
991,"('<num>', '<num>xclusiveclubsaisai')",1
992,"('<num>xclusiveclubsaisai', 'morrow')",1
993,"('morrow', 'soiree')",1
994,"('soiree', 'special')",1
995,"('special', 'souk')",1
996,"('souk', 'nichols')",1
997,"('nichols', 'parish')",1
998,"('parish', 'rose')",1
999,"('rose', 'lady')",1
1000,"('lady', 'info')",1
1001,"('info', '<num>day')",1
1002,"('<num>day', 'kick')",1
1003,"('kick', 'euro<num>')",1
1004,"('euro<num>', 'kept')",1
1005,"('kept', 'date')",1
1006,"('date', 'latest')",1
1007,"('latest', 'news')",3
1008,"('news', 'result')",3
1009,"('result', 'daily')",3
1010,"('daily', 'removed')",1
1011,"('removed', 'send')",1
1012,"('send', 'get')",3
1013,"('get', 'text')",3
1014,"('stop', '<num>new')",1
1015,"('<num>new', 'textbuddy')",1
1016,"('textbuddy', 'chat')",2
1017,"('chat', 'horny')",2
1018,"('horny', 'guy')",2
1019,"('guy', 'area')",2
1020,"('area', 'free')",2
1021,"('free', 'receive')",2
1022,"('receive', 'search')",2
1023,"('search', 'postcode')",2
1024,"('postcode', 'gaytextbuddycom')",2
1025,"('gaytextbuddycom', 'text')",2
1026,"('text', 'one')",2
1027,"('one', 'name')",2
1028,"('name', '<num>today')",1
1029,"('<num>today', 'danone')",1
1030,"('danone', 'number')",3
1031,"('£<num>', 'award')",11
1032,"('award', 'number')",3
1033,"('number', 'match')",3
1034,"('match', 'call')",2
1035,"('£<num>', 'awarddear')",1
1036,"('awarddear', 'voucher')",1
1037,"('voucher', 'holder')",6
1038,"('holder', 'claim')",5
1039,"('claim', 'week')",4
1040,"('week', 'offer')",4
1041,"('offer', 'httpwwwetlpcoukexpressoffer')",1
1042,"('httpwwwetlpcoukexpressoffer', 'tic')",2
1043,"('tic', 'apply')",2
1044,"('apply', 'stop')",2
1045,"('text', 'text')",3
1046,"('stop', '<num>private')",1
1047,"('<num>private', '<num>')",3
1048,"('statement', 'show')",6
1049,"('expires', '<num><num>')",1
1050,"('<num><num>', 'cash')",1
1051,"('claim', 'call<num>')",1
1052,"('call<num>', 'rate')",1
1053,"('rate', 'ppm<num>')",1
1054,"('ppm<num>', '<num>')",1
1055,"('<num>', 'premium')",1
1056,"('premium', 'phone')",1
1057,"('phone', 'service')",1
1058,"('call', '<num>sims')",1
1059,"('<num>sims', 'sun<num>')",1
1060,"('sun<num>', 'post')",1
1061,"('post', 'hello')",1
1062,"('hello', 'seem')",1
1063,"('seem', 'cool')",1
1064,"('cool', 'wanted')",1
1065,"('wanted', 'say')",1
1066,"('say', 'stop')",1
1067,"('stop', '<num>get')",1
1068,"('<num>get', 'ringtone')",1
1069,"('ringtone', 'free')",1
1070,"('free', 'reply')",4
1071,"('reply', 'mag')",1
1072,"('mag', 'tone')",1
1073,"('tone', 'gre')",1
1074,"('gre', 'top')",1
1075,"('top', 'tone')",1
1076,"('tone', 'phone')",2
1077,"('phone', 'every')",1
1078,"('every', 'week')",18
1079,"('week', '£<num>')",1
1080,"('£<num>', 'per')",1
1081,"('per', 'opt')",1
1082,"('opt', 'send')",1
1083,"('stop', '<num>sue')",1
1084,"('<num>sue', 'year')",1
1085,"('year', 'old')",1
1086,"('old', 'work')",1
1087,"('work', 'dancer')",1
1088,"('dancer', 'love')",1
1089,"('love', 'sex')",2
1090,"('sex', 'text')",1
1091,"('text', 'live')",1
1092,"('live', 'bedroom')",1
1093,"('bedroom', 'text')",1
1094,"('text', 'sue')",1
1095,"('sue', '<num>')",1
1096,"('<num>', 'textoperator')",1
1097,"('textoperator', 'ada')",1
1098,"('ada', '<num>ppmsgforwarded')",1
1099,"('<num>ppmsgforwarded', '<num>please')",1
1100,"('<num>please', 'call')",5
1101,"('<num>', 'immediately')",5
1102,"('immediately', 'urgent')",5
1103,"('urgent', 'message')",5
1104,"('message', 'waitingreview')",1
1105,"('waitingreview', 'keep')",1
1106,"('keep', 'fantastic')",1
1107,"('fantastic', 'nokia')",1
1108,"('nokia', 'engage')",1
1109,"('engage', 'game')",1
1110,"('game', 'deck')",1
1111,"('deck', 'club')",1
1112,"('club', 'nokia')",1
1113,"('nokia', 'wwwcnupdatescomnewsletter')",1
1114,"('wwwcnupdatescomnewsletter', 'unsubscribe')",1
1115,"('unsubscribe', 'alert')",1
1116,"('alert', 'reply')",1
1117,"('reply', 'wordpath')",1
1118,"('wordpath', 'half')",1
1119,"('update', 'or<num>stoptxt<num>')",1
1120,"('or<num>stoptxt<num>', '<num>am<num>pm')",1
1121,"('<num>am<num>pm', 'cost<num>')",1
1122,"('cost<num>', 'urgent')",1
1123,"('urgent', 'attempt')",1
1124,"('contact', '£<num>')",7
1125,"('£<num>', 'call')",2
1126,"('<num>', 'tcsbcm<num>wc<num>n<num>xx')",2
1127,"('tcsbcm<num>wc<num>n<num>xx', 'almost')",2
1128,"('almost', 'ppm')",2
1129,"('ppm', 'mobilesvary')",2
1130,"('mobilesvary', 'maxguaranteed')",1
1131,"('maxguaranteed', '£<num>')",1
1132,"('claim', 'prize')",5
1133,"('<num>', '<num>am<num>pmemail')",1
1134,"('<num>am<num>pmemail', 'therefrom')",1
1135,"('therefrom', 'jeri')",1
1136,"('jeri', 'stewartsize')",1
1137,"('stewartsize', 'subject')",1
1138,"('subject', 'lowest')",1
1139,"('lowest', 'prescription')",1
1140,"('prescription', 'drug')",1
1141,"('drug', 'listen')",1
1142,"('listen', 'email')",1
1143,"('email', 'callcustomer')",1
1144,"('callcustomer', 'loyalty')",1
1145,"('loyalty', 'offer')",4
1146,"('offer', 'new')",6
1147,"('new', 'nokia<num>')",4
1148,"('nokia<num>', 'mobile')",4
1149,"('mobile', 'auction')",2
1150,"('auction', 'text')",3
1151,"('word', 'start')",2
1152,"('start', '<num>')",2
1153,"('text', '<num>pmtmsgsubscribed')",1
1154,"('<num>pmtmsgsubscribed', 'best')",1
1155,"('best', 'mobile')",2
1156,"('mobile', 'content')",5
1157,"('content', 'service')",2
1158,"('service', 'per')",2
1159,"('per', 'day')",4
1160,"('day', 'send')",2
1161,"('<num>', 'helpline')",2
1162,"('helpline', '<num>realize')",1
1163,"('<num>realize', 'year')",1
1164,"('year', 'thousand')",1
1165,"('thousand', 'old')",1
1166,"('old', 'lady')",1
1167,"('lady', 'running')",1
1168,"('running', 'around')",1
1169,"('around', 'tattooimportant')",1
1170,"('tattooimportant', 'customer')",1
1171,"('announcement', 'premierromantic')",1
1172,"('premierromantic', 'paris')",1
1173,"('paris', 'night')",1
1174,"('night', 'flight')",1
1175,"('flight', 'book')",1
1176,"('book', 'next')",1
1177,"('next', 'year')",1
1178,"('year', 'call')",1
1179,"('call', '<num>tscs')",1
1180,"('<num>tscs', 'applyurgent')",1
1181,"('applyurgent', '£<num>')",1
1182,"('£<num>', 'guaranteed')",1
1183,"('guaranteed', 'award')",1
1184,"('award', 'still')",1
1185,"('still', 'unclaimed')",1
1186,"('unclaimed', 'call')",1
1187,"('<num>', 'closingdate<num>')",1
1188,"('closingdate<num>', 'claimed')",1
1189,"('claimed', 'm<num>m<num>')",1
1190,"('m<num>m<num>', '£<num>pmmorefrommobile<num>bremovedmobypobox<num>ls<num>yfawarded')",1
1191,"('£<num>pmmorefrommobile<num>bremovedmobypobox<num>ls<num>yfawarded', 'city')",1
1192,"('city', 'break')",3
1193,"('break', 'could')",3
1194,"('could', 'win')",3
1195,"('£<num>', 'summer')",3
1196,"('summer', 'shopping')",3
1197,"('spree', 'every')",4
1198,"('every', 'text')",8
1199,"('text', 'store')",4
1200,"('store', '<num>')",3
1201,"('<num>', 'single')",3
1202,"('single', 'tscs<num>winawkage<num>')",2
1203,"('tscs<num>winawkage<num>', '£<num>perwksubimportant')",1
1204,"('£<num>perwksubimportant', 'customer')",1
1205,"('announcement', 'premier')",1
1206,"('premier', 'call')",1
1207,"('<num>', '<num>ever')",1
1208,"('<num>ever', 'thought')",1
1209,"('thought', 'living')",1
1210,"('living', 'good')",1
1211,"('good', 'life')",1
1212,"('life', 'perfect')",1
1213,"('perfect', 'partner')",1
1214,"('partner', 'text')",1
1215,"('back', 'name')",2
1216,"('age', 'join')",1
1217,"('join', 'mobile')",1
1218,"('mobile', 'community')",1
1219,"('community', '<num>psmsfree')",1
1220,"('<num>psmsfree', 'top')",1
1221,"('top', 'polyphonic')",1
1222,"('polyphonic', 'tone')",1
1223,"('tone', 'call')",1
1224,"('<num>', 'national')",8
1225,"('national', 'rate')",9
1226,"('rate', 'get')",1
1227,"('get', 'coppola')",1
1228,"('coppola', 'tune')",1
1229,"('tune', 'sent')",1
1230,"('sent', 'every')",1
1231,"('week', 'text')",15
1232,"('text', 'supply')",1
1233,"('supply', '<num>')",3
1234,"('<num>', 'per')",19
1235,"('per', 'pole')",1
1236,"('pole', 'sub')",1
1237,"('sub', '<num>orange')",1
1238,"('<num>orange', 'customer')",1
1239,"('end', '<num>thmarch')",1
1240,"('<num>thmarch', 'apply')",1
1241,"('output', 'availlast')",1
1242,"('availlast', 'chance')",1
1243,"('chance', 'claim')",5
1244,"('voucher', 'today')",4
1245,"('today', 'text')",4
1246,"('salmon', 'offer')",3
1247,"('mobile', 'salmon')",4
1248,"('salmon', 'pobox<num>')",4
1249,"('pobox<num>', 'm<num>uz')",4
1250,"('m<num>uz', '£<num>')",4
1251,"('£<num>', 'subfree')",1
1252,"('subfree', 'week')",1
1253,"('week', 'nokia')",7
1254,"('nokia', 'tone')",10
1255,"('tone', 'mobile')",2
1256,"('mobile', 'every')",3
1257,"('get', 'toting')",7
1258,"('toting', 'tell')",7
1259,"('tell', 'mate')",7
1260,"('mate', 'wwwgetzedcouk')",6
1261,"('wwwgetzedcouk', 'box')",6
1262,"('<num>', 'wow')",6
1263,"('wow', 'norm<num>ptoneguaranteed')",1
1264,"('norm<num>ptoneguaranteed', '£<num>')",1
1265,"('award', 'even')",2
1266,"('even', '£<num>')",3
1267,"('£<num>', 'pashto')",2
1268,"('pashto', 'claim')",2
1269,"('claim', 'award')",3
1270,"('<num>', 'stop')",5
1271,"('stop', 'estop')",2
1272,"('estop', '<num>')",2
1273,"('<num>', 'pop')",2
1274,"('pop', 'get')",1
1275,"('get', 'sexcongratulation')",1
1276,"('sexcongratulation', 'awarded')",1
1277,"('awarded', 'either')",5
1278,"('either', '£<num>')",5
1279,"('£<num>', 'gift')",12
1280,"('gift', 'voucher')",13
1281,"('voucher', 'free')",4
1282,"('weekly', 'draw')",7
1283,"('tic', 'wwwldewcom<num>win<num>ppmx<num>age<num>outbid')",1
1284,"('wwwldewcom<num>win<num>ppmx<num>age<num>outbid', 'simonwatson<num>')",1
1285,"('simonwatson<num>', 'shinto')",1
1286,"('shinto', 'ply')",1
1287,"('ply', 'bid')",1
1288,"('bid', 'visit')",1
1289,"('visit', 'sims')",1
1290,"('sims', 'acsmsrewards')",1
1291,"('acsmsrewards', 'end')",1
1292,"('end', 'bid')",1
1293,"('bid', 'notification')",1
1294,"('notification', 'reply')",1
1295,"('reply', 'endservice')",1
1296,"('endservice', 'yourinclusive')",1
1297,"('yourinclusive', 'text')",1
1298,"('text', 'credit')",5
1299,"('credit', 'plus')",5
1300,"('plus', 'got')",4
1301,"('got', 'wwwcomuknet')",4
1302,"('wwwcomuknet', 'login')",5
1303,"('login', '<num>qxj<num>')",4
1304,"('<num>qxj<num>', 'unsubscribe')",4
1305,"('unsubscribe', 'stop')",5
1306,"('stop', 'extra')",5
1307,"('extra', 'charge')",5
1308,"('charge', 'help')",4
1309,"('help', '<num>comuk')",3
1310,"('<num>comuk', '<num>cm<num>')",3
1311,"('<num>cm<num>', 'maeallie')",1
1312,"('maeallie', 'moon')",1
1313,"('moon', 'child')",3
1314,"('child', 'need')",3
1315,"('need', 'song')",3
1316,"('song', 'mob')",3
1317,"('mob', 'tell')",3
1318,"('tell', 'text')",3
1319,"('text', 'tone')",7
1320,"('tone', 'charity')",3
1321,"('charity', '<num>')",3
1322,"('<num>', 'nokia')",3
1323,"('nokia', 'poly')",3
1324,"('poly', 'charity')",3
1325,"('charity', 'polys')",3
1326,"('polys', 'zed')",3
1327,"('zed', '<num>')",3
1328,"('<num>', 'profit')",3
1329,"('profit', 'charitysecret')",1
1330,"('charitysecret', 'admirer')",1
1331,"('admirer', 'reveal')",2
1332,"('think', 'special')",2
1333,"('special', 'call')",2
1334,"('<num>', 'opt')",2
1335,"('opt', 'reply')",3
1336,"('reply', 'reveal')",2
1337,"('reveal', 'stop')",2
1338,"('stop', 'per')",2
1339,"('mag', 'recd')",2
1340,"('recd', 'care')",2
1341,"('care', '<num>dear')",1
1342,"('<num>dear', 'voucher')",2
1343,"('offer', 'please')",3
1344,"('please', 'httpwwwetlpcoukexpressoffer')",1
1345,"('stop', '<num>want')",1
1346,"('<num>want', 'anytime')",1
1347,"('mind', 'text')",5
1348,"('text', 'new')",2
1349,"('phone', 'five')",2
1350,"('five', 'pound')",3
1351,"('pound', 'per')",3
1352,"('week', 'call')",3
1353,"('reply', 'delivery')",4
1354,"('delivery', 'tomorrowtried')",1
1355,"('tomorrowtried', 'contact')",1
1356,"('contact', 'offer')",1
1357,"('phone', 'anytime')",5
1358,"('mind', 'half')",5
1359,"('price', 'rental')",1
1360,"('rental', 'camcorder')",3
1361,"('camcorder', 'call')",1
1362,"('delivery', 'wedlast')",1
1363,"('wedlast', 'chance')",1
1364,"('discount', 'voucherstext')",1
1365,"('voucherstext', 'yes')",1
1366,"('<num>', 'nowsavamobmember')",1
1367,"('nowsavamobmember', 'offer')",1
1368,"('sub', 'remove')",1
1369,"('remove', 'text')",2
1370,"('text', 'stopurgent')",1
1371,"('stopurgent', 'call')",1
1372,"('landline', 'complimentary')",6
1373,"('complimentary', 'ibiza')",3
1374,"('ibiza', 'holiday')",4
1375,"('cash', 'await')",10
1376,"('await', 'collection')",19
1377,"('collection', 'see')",11
1378,"('box', 'ski')",3
1379,"('ski', 'twp')",3
1380,"('twp', 'ppmtoday')",1
1381,"('ppmtoday', 'offer')",1
1382,"('sub', 'replytalk')",1
1383,"('replytalk', 'sexy')",1
1384,"('sexy', 'make')",1
1385,"('make', 'new')",1
1386,"('new', 'friend')",1
1387,"('friend', 'fall')",1
1388,"('fall', 'love')",1
1389,"('love', 'world')",1
1390,"('world', 'discreet')",1
1391,"('discreet', 'text')",1
1392,"('text', 'dating')",1
1393,"('text', 'via')",1
1394,"('via', '<num>')",1
1395,"('<num>', 'see')",4
1396,"('see', 'could')",1
1397,"('could', 'meetcongratulation')",1
1398,"('meetcongratulation', 'awarded')",1
1399,"('either', 'supply')",1
1400,"('supply', 'virgin')",1
1401,"('virgin', 'record')",1
1402,"('record', 'mystery')",1
1403,"('mystery', 'gift')",1
1404,"('tic', 'wwwsmsconet')",2
1405,"('wwwsmsconet', '£<num>pm')",1
1406,"('£<num>pm', 'approx')",1
1407,"('approx', 'mindprivate')",1
1408,"('mindprivate', '<num>')",1
1409,"('<num>', 'xxxix')",1
1410,"('xxxix', 'show')",1
1411,"('expires', '<num>hello')",1
1412,"('<num>hello', 'need')",1
1413,"('need', 'posh')",1
1414,"('posh', 'bird')",1
1415,"('bird', 'chap')",1
1416,"('chap', 'user')",1
1417,"('user', 'trial')",1
1418,"('trial', 'prod')",1
1419,"('prod', 'chimney')",1
1420,"('chimney', 'put')",1
1421,"('put', 'need')",1
1422,"('need', 'address')",1
1423,"('address', 'dob')",1
1424,"('dob', 'asapwant')",1
1425,"('asapwant', 'xmas')",1
1426,"('xmas', 'free')",1
1427,"('message', 'new')",1
1428,"('phone', 'half')",3
1429,"('price', 'line')",7
1430,"('rental', 'call')",1
1431,"('<num>', 'findshop')",1
1432,"('findshop', 'till')",1
1433,"('till', 'drop')",2
1434,"('drop', 'either')",2
1435,"('either', 'ask')",2
1436,"('ask', '£<num>')",2
1437,"('£<num>', 'travel')",2
1438,"('travel', 'voucher')",2
1439,"('voucher', 'call')",4
1440,"('<num>', 'box')",7
1441,"('box', 'cr<num>bt')",2
1442,"('cr<num>bt', 'pipeline')",2
1443,"('pipeline', 'cost')",2
1444,"('ppm', 'mobile')",3
1445,"('mobile', 'varysunshine')",1
1446,"('varysunshine', 'quiz')",1
1447,"('country', 'liverpool')",2
1448,"('liverpool', 'played')",2
1449,"('played', 'mid')",2
1450,"('mid', 'week')",2
1451,"('£<num>', 'tyronesecret')",1
1452,"('tyronesecret', 'admirer')",1
1453,"('specifically', '<num>secret')",1
1454,"('<num>secret', 'admirer')",2
1455,"('specifically', '<num>stopsms<num>reminder')",1
1456,"('<num>stopsms<num>reminder', 'downloaded')",1
1457,"('downloaded', 'content')",1
1458,"('content', 'already')",1
1459,"('already', 'paid')",1
1460,"('paid', 'got')",1
1461,"('got', 'hotpoint')",1
1462,"('hotpoint', 'memory')",1
1463,"('memory', 'collect')",1
1464,"('collect', 'contentfree')",1
1465,"('contentfree', 'ringtone')",1
1466,"('mph', '<num>ppwlatest')",1
1467,"('<num>ppwlatest', 'stereophonic')",1
1468,"('stereophonic', 'marley')",1
1469,"('marley', 'dizzy')",1
1470,"('dizzy', 'racial')",1
1471,"('racial', 'libertine')",1
1472,"('libertine', 'stroke')",1
1473,"('stroke', 'win')",1
1474,"('win', 'nookie')",1
1475,"('nookie', 'game')",1
1476,"('game', 'flirt')",1
1477,"('flirt', 'click')",1
1478,"('click', 'bookmark')",1
1479,"('bookmark', 'text')",1
1480,"('text', '<num>january')",1
1481,"('<num>january', 'male')",1
1482,"('male', 'sale')",2
1483,"('sale', 'hot')",2
1484,"('hot', 'gay')",2
1485,"('gay', 'chat')",4
1486,"('chat', 'cheaper')",2
1487,"('cheaper', 'call')",2
1488,"('rate', 'spain')",4
1489,"('spain', 'cheap')",2
1490,"('cheap', 'spain')",2
1491,"('spain', 'peak')",2
1492,"('peak', 'stop')",2
1493,"('text', 'call')",10
1494,"('<num>', 'spainmoney')",1
1495,"('spainmoney', 'lucky')",1
1496,"('lucky', 'winner')",1
1497,"('winner', 'claim')",1
1498,"('text', 'money')",1
1499,"('money', '<num>')",1
1500,"('<num>', 'million')",1
1501,"('million', 'give')",1
1502,"('give', 'away')",2
1503,"('away', 'ppt<num>x<num>normal')",1
1504,"('ppt<num>x<num>normal', 'text')",1
1505,"('rate', 'box')",1
1506,"('box', 'wittydear')",1
1507,"('wittydear', 'matthew')",1
1508,"('matthew', 'please')",1
1509,"('complimentary', 'flux')",1
1510,"('flux', 'tenerife')",1
1511,"('holiday', '£<num>')",14
1512,"('collection', 'ppm')",2
1513,"('ppm', 'see')",2
1514,"('box', 'sketchurgent')",1
1515,"('sketchurgent', 'call')",1
1516,"('complimentary', 'tenerife')",3
1517,"('box', 'ppmgetting')",1
1518,"('ppmgetting', 'touch')",1
1519,"('touch', 'folk')",1
1520,"('folk', 'waiting')",1
1521,"('waiting', 'company')",1
1522,"('company', 'text')",1
1523,"('age', 'opt')",1
1524,"('opt', 'enjoy')",1
1525,"('enjoy', 'community')",1
1526,"('community', '<num>psmscasablanca')",1
1527,"('<num>psmscasablanca', 'currently')",1
1528,"('<num>', 'twofilthy')",1
1529,"('twofilthy', 'story')",1
1530,"('story', 'girl')",1
1531,"('girl', 'waitingurgent')",1
1532,"('waitingurgent', 'trying')",1
1533,"('contact', 'today')",9
1534,"('today', 'draw')",9
1535,"('claim', 'valid<num>hrscongrats')",1
1536,"('valid<num>hrscongrats', 'mobile')",1
1537,"('mobile', 'videophones')",5
1538,"('videophones', 'call')",5
1539,"('<num>', 'videochat')",5
1540,"('videochat', 'mate')",5
1541,"('mate', 'play')",5
1542,"('play', 'java')",5
1543,"('java', 'game')",5
1544,"('game', 'load')",5
1545,"('load', 'polyp')",3
1546,"('polyp', 'music')",3
1547,"('music', 'online')",5
1548,"('online', 'rentalplease')",1
1549,"('rentalplease', 'call')",1
1550,"('£<num>', 'prizepanasonic')",1
1551,"('prizepanasonic', 'bluetoothhdset')",1
1552,"('bluetoothhdset', 'free')",1
1553,"('free', 'motorola')",1
1554,"('motorola', 'free')",1
1555,"('free', 'double')",3
1556,"('double', 'doublet')",1
1557,"('doublet', 'orange')",1
1558,"('orange', 'contract')",1
1559,"('contract', 'call')",1
1560,"('call', 'outputfree')",1
1561,"('outputfree', 'week')",1
1562,"('tone', 'mob')",10
1563,"('mob', 'every')",9
1564,"('wow', 'norm<num>ptoneguess')",1
1565,"('norm<num>ptoneguess', 'somebody')",1
1566,"('somebody', 'know')",2
1567,"('know', 'secretly')",2
1568,"('secretly', 'fancy')",2
1569,"('fancy', 'wanna')",2
1570,"('wanna', 'find')",2
1571,"('find', 'give')",2
1572,"('give', 'call')",2
1573,"('landline', 'datebox<num>essexcm<num>xn')",2
1574,"('datebox<num>essexcm<num>xn', '<num>pminknow')",1
1575,"('<num>pminknow', 'someone')",1
1576,"('someone', 'know')",4
1577,"('know', 'fancy')",1
1578,"('fancy', 'call')",1
1579,"('<num>', 'find')",1
1580,"('find', 'box')",1
1581,"('box', 'ls<num>hb<num>')",1
1582,"('ls<num>hb<num>', 'flirting')",1
1583,"('flirting', 'text')",1
1584,"('text', 'girl')",1
1585,"('girl', 'bloke')",1
1586,"('bloke', 'name')",1
1587,"('leg', 'girl')",1
1588,"('girl', 'zoe')",1
1589,"('zoe', '<num>')",1
1590,"('<num>', 'join')",2
1591,"('join', 'get')",1
1592,"('get', 'chattingday')",1
1593,"('chattingday', 'euro<num>')",1
1594,"('euro<num>', 'kickoff')",2
1595,"('kickoff', 'kept')",2
1596,"('kept', 'informed')",2
1597,"('informed', 'latest')",2
1598,"('daily', 'unsubscribe')",2
1599,"('unsubscribe', 'send')",2
1600,"('get', 'euro')",2
1601,"('euro', 'stop')",2
1602,"('stop', '<num>fastener')",1
1603,"('<num>fastener', 'quiz')",1
1604,"('quiz', 'flower')",2
1605,"('flower', 'dot')",2
1606,"('dot', 'compare')",2
1607,"('compare', 'violet')",2
1608,"('violet', 'tulip')",2
1609,"('tulip', 'lily')",2
1610,"('lily', 'text')",2
1611,"('<num>', 'chance')",2
1612,"('cash', 'wkent<num>p<num>new')",1
1613,"('wkent<num>p<num>new', 'local')",1
1614,"('local', 'date')",1
1615,"('date', 'area')",1
1616,"('area', 'lot')",1
1617,"('lot', 'new')",1
1618,"('new', 'people')",1
1619,"('people', 'registered')",1
1620,"('registered', 'area')",1
1621,"('area', 'reply')",1
1622,"('reply', 'date')",3
1623,"('date', 'start')",1
1624,"('start', 'wwwflirtpartyus')",1
1625,"('wwwflirtpartyus', 'replys<num>someone')",1
1626,"('replys<num>someone', 'know')",1
1627,"('know', 'asked')",4
1628,"('asked', 'dating')",4
1629,"('service', 'contact')",4
1630,"('contact', 'cant')",4
1631,"('cant', 'guess')",4
1632,"('guess', 'call')",4
1633,"('<num>', 'revealed')",5
1634,"('revealed', 'boxurgent')",1
1635,"('boxurgent', 'trying')",1
1636,"('claim', 'valid<num>hrsdear')",1
1637,"('valid<num>hrsdear', 'invited')",1
1638,"('invited', 'chat')",5
1639,"('chat', 'final')",4
1640,"('final', 'attempt')",6
1641,"('contact', 'text')",4
1642,"('text', 'chat')",7
1643,"('chat', '<num>awarded')",1
