,trigrams,count
2301,"('die', 'staygreat', 'never')",1
2302,"('staygreat', 'never', 'better')",1
2303,"('never', 'better', 'day')",1
2304,"('better', 'day', 'give')",1
2305,"('day', 'give', 'even')",1
2306,"('give', 'even', 'reason')",1
2307,"('even', 'reason', 'thank')",1
2308,"('reason', 'thank', 'godsorry')",1
2309,"('thank', 'godsorry', 'call')",1
2310,"('godsorry', 'call', 'later')",1
2311,"('call', 'later', 'byeway')",1
2312,"('later', 'byeway', 'railwaygreat')",1
2313,"('byeway', 'railwaygreat', 'princess')",1
2314,"('railwaygreat', 'princess', 'love')",1
2315,"('princess', 'love', 'giving')",1
2316,"('love', 'giving', 'receiving')",1
2317,"('giving', 'receiving', 'oral')",1
2318,"('receiving', 'oral', 'doggy')",1
2319,"('oral', 'doggy', 'style')",1
2320,"('doggy', 'style', 'fave')",1
2321,"('style', 'fave', 'position')",1
2322,"('fave', 'position', 'enjoy')",1
2323,"('position', 'enjoy', 'making')",1
2324,"('enjoy', 'making', 'love')",1
2325,"('making', 'love', 'list')",1
2326,"('love', 'list', 'time')",2
2327,"('list', 'time', 'per')",3
2328,"('time', 'per', 'nightput')",1
2329,"('per', 'nightput', 'stuff')",1
2330,"('nightput', 'stuff', 'road')",1
2331,"('stuff', 'road', 'keep')",1
2332,"('road', 'keep', 'getting')",1
2333,"('keep', 'getting', 'slipperygoing')",1
2334,"('getting', 'slipperygoing', 'ride')",1
2335,"('slipperygoing', 'ride', 'bikeyup')",1
2336,"('ride', 'bikeyup', 'need')",1
2337,"('bikeyup', 'need', 'jus')",1
2338,"('need', 'jus', 'wait')",1
2339,"('jus', 'wait', 'rain')",1
2340,"('wait', 'rain', 'stopmany')",1
2341,"('rain', 'stopmany', 'company')",1
2342,"('stopmany', 'company', 'tell')",1
2343,"('company', 'tell', 'languagelong')",1
2344,"('tell', 'languagelong', 'since')",1
2345,"('languagelong', 'since', 'screamed')",1
2346,"('since', 'screamed', 'princessnothing')",1
2347,"('screamed', 'princessnothing', 'meant')",1
2348,"('princessnothing', 'meant', 'money')",1
2349,"('meant', 'money', 'enters')",1
2350,"('money', 'enters', 'account')",1
2351,"('enters', 'account', 'bank')",1
2352,"('account', 'bank', 'remove')",1
2353,"('bank', 'remove', 'flat')",1
2354,"('remove', 'flat', 'rate')",1
2355,"('flat', 'rate', 'someone')",1
2356,"('rate', 'someone', 'transferred')",1
2357,"('someone', 'transferred', 'list')",1
2358,"('transferred', 'list', 'account')",1
2359,"('list', 'account', 'list')",1
2360,"('account', 'list', 'dollar')",1
2361,"('list', 'dollar', 'got')",1
2362,"('dollar', 'got', 'removed')",1
2363,"('got', 'removed', 'bank')",1
2364,"('removed', 'bank', 'differ')",1
2365,"('bank', 'differ', 'charge')",1
2366,"('differ', 'charge', 'also')",1
2367,"('charge', 'also', 'differ')",1
2368,"('also', 'differ', 'sure')",1
2369,"('differ', 'sure', 'trust')",1
2370,"('sure', 'trust', 'person')",1
2371,"('trust', 'person', 'sending')",1
2372,"('person', 'sending', 'account')",1
2373,"('sending', 'account', 'detailnice')",1
2374,"('account', 'detailnice', 'line')",1
2375,"('detailnice', 'line', 'said')",1
2376,"('line', 'said', 'broken')",1
2377,"('said', 'broken', 'heart')",1
2378,"('broken', 'heart', 'ply')",1
2379,"('heart', 'ply', 'cum')",1
2380,"('ply', 'cum', 'time')",1
2381,"('cum', 'time', 'front')",1
2382,"('time', 'front', 'wise')",1
2383,"('front', 'wise', 'trust')",1
2384,"('wise', 'trust', 'goodgonna')",1
2385,"('trust', 'goodgonna', 'head')",1
2386,"('goodgonna', 'head', 'like')",1
2387,"('head', 'like', 'fifteen')",1
2388,"('like', 'fifteen', 'minutelove')",1
2389,"('fifteen', 'minutelove', 'aathilove')",1
2390,"('minutelove', 'aathilove', 'lottension')",1
2391,"('aathilove', 'lottension', 'machine')",1
2392,"('lottension', 'machine', 'problempick')",1
2393,"('machine', 'problempick', 'another')",1
2394,"('problempick', 'another', 'eth')",1
2395,"('another', 'eth', 'doneguy')",1
2396,"('eth', 'doneguy', 'getting')",1
2397,"('doneguy', 'getting', 'back')",1
2398,"('getting', 'back', 'said')",1
2399,"('back', 'said', 'thinking')",1
2400,"('said', 'thinking', 'staying')",1
2401,"('thinking', 'staying', 'maralmost')",1
2402,"('staying', 'maralmost', 'see')",1
2403,"('maralmost', 'see', 'seccarlos')",1
2404,"('see', 'seccarlos', 'friend')",1
2405,"('seccarlos', 'friend', 'already')",1
2406,"('friend', 'already', 'asking')",1
2407,"('already', 'asking', 'working')",1
2408,"('asking', 'working', 'weekendwatchingthank')",1
2409,"('working', 'weekendwatchingthank', 'baby')",1
2410,"('weekendwatchingthank', 'baby', 'cant')",1
2411,"('baby', 'cant', 'wait')",1
2412,"('cant', 'wait', 'taste')",1
2413,"('wait', 'taste', 'real')",1
2414,"('taste', 'real', 'thingchange')",1
2415,"('real', 'thingchange', 'feb')",1
2416,"('thingchange', 'feb', 'jackson')",1
2417,"('feb', 'jackson', 'thule')",1
2418,"('jackson', 'thule', 'falconerwin')",1
2419,"('thule', 'falconerwin', 'really')",1
2420,"('falconerwin', 'really', 'side')",1
2421,"('really', 'side', 'long')",1
2422,"('side', 'long', 'timedear')",1
2423,"('long', 'timedear', 'reached')",1
2424,"('timedear', 'reached', 'railway')",1
2425,"('reached', 'railway', 'happendepends')",1
2426,"('railway', 'happendepends', 'quality')",1
2427,"('happendepends', 'quality', 'want')",1
2428,"('quality', 'want', 'type')",1
2429,"('want', 'type', 'sent')",1
2430,"('type', 'sent', 'boy')",1
2431,"('sent', 'boy', 'faded')",1
2432,"('boy', 'faded', 'glory')",1
2433,"('faded', 'glory', 'want')",1
2434,"('glory', 'want', 'ralph')",1
2435,"('want', 'ralph', 'maybethink')",1
2436,"('ralph', 'maybethink', 'fixed')",1
2437,"('maybethink', 'fixed', 'send')",1
2438,"('fixed', 'send', 'test')",1
2439,"('send', 'test', 'messagesorry')",1
2440,"('test', 'messagesorry', 'man')",1
2441,"('messagesorry', 'man', 'account')",1
2442,"('man', 'account', 'dry')",1
2443,"('account', 'dry', 'would')",1
2444,"('dry', 'would', 'want')",1
2445,"('would', 'want', 'could')",1
2446,"('want', 'could', 'trade')",1
2447,"('could', 'trade', 'back')",1
2448,"('trade', 'back', 'half')",1
2449,"('back', 'half', 'could')",1
2450,"('half', 'could', 'buy')",1
2451,"('could', 'buy', 'shit')",1
2452,"('buy', 'shit', 'credit')",1
2453,"('shit', 'credit', 'cardsorry')",1
2454,"('credit', 'cardsorry', 'meeting')",1
2455,"('cardsorry', 'meeting', 'call')",1
2456,"('meeting', 'call', 'laterclass')",1
2457,"('call', 'laterclass', 'list')",1
2458,"('laterclass', 'list', 'reunionfree')",1
2459,"('list', 'reunionfree', 'norman')",1
2460,"('reunionfree', 'norman', 'callgot')",1
2461,"('norman', 'callgot', 'mehnope')",1
2462,"('callgot', 'mehnope', 'think')",1
2463,"('mehnope', 'think', 'monday')",1
2464,"('think', 'monday', 'sorry')",1
2465,"('monday', 'sorry', 'replied')",1
2466,"('sorry', 'replied', 'latetold')",1
2467,"('replied', 'latetold', 'accenture')",1
2468,"('latetold', 'accenture', 'confirm')",1
2469,"('accenture', 'confirm', 'truekate')",1
2470,"('confirm', 'truekate', 'jackson')",1
2471,"('truekate', 'jackson', 'rec')",1
2472,"('jackson', 'rec', 'center')",1
2473,"('rec', 'center', 'wish')",1
2474,"('center', 'wish', 'rightdear')",1
2475,"('wish', 'rightdear', 'reach')",1
2476,"('rightdear', 'reach', 'roomfighting')",1
2477,"('reach', 'roomfighting', 'world')",1
2478,"('roomfighting', 'world', 'easy')",1
2479,"('world', 'easy', 'either')",3
2480,"('easy', 'either', 'win')",3
2481,"('either', 'win', 'lose')",3
2482,"('win', 'lose', 'fighting')",3
2483,"('lose', 'fighting', 'close')",3
2484,"('fighting', 'close', 'difficult')",3
2485,"('close', 'difficult', 'lose')",3
2486,"('difficult', 'lose', 'lose')",3
2487,"('lose', 'lose', 'win')",3
2488,"('lose', 'win', 'still')",3
2489,"('win', 'still', 'losecomecheck')",1
2490,"('still', 'losecomecheck', 'neurologistpolice')",1
2491,"('losecomecheck', 'neurologistpolice', 'went')",1
2492,"('neurologistpolice', 'went', 'fish')",1
2493,"('went', 'fish', 'waterwaiting')",1
2494,"('fish', 'waterwaiting', 'car')",1
2495,"('waterwaiting', 'car', 'dat')",1
2496,"('car', 'dat', 'bored')",1
2497,"('dat', 'bored', 'wat')",1
2498,"('bored', 'wat', 'wait')",1
2499,"('wat', 'wait', 'outside')",1
2500,"('wait', 'outside', 'got')",1
2501,"('outside', 'got', 'nothing')",1
2502,"('got', 'nothing', 'home')",1
2503,"('nothing', 'home', 'stuff')",1
2504,"('home', 'stuff', 'watch')",1
2505,"('stuff', 'watch', 'watmaybe')",1
2506,"('watch', 'watmaybe', 'restore')",1
2507,"('watmaybe', 'restore', 'hyde')",1
2508,"('restore', 'hyde', 'park')",1
2509,"('hyde', 'park', 'village')",1
2510,"('park', 'village', 'place')",1
2511,"('village', 'place', 'near')",1
2512,"('place', 'near', 'houseknow')",1
2513,"('near', 'houseknow', 'anthony')",1
2514,"('houseknow', 'anthony', 'bringing')",1
2515,"('anthony', 'bringing', 'money')",1
2516,"('bringing', 'money', 'school')",1
2517,"('money', 'school', 'fee')",1
2518,"('school', 'fee', 'pay')",1
2519,"('fee', 'pay', 'rent')",1
2520,"('pay', 'rent', 'stuff')",1
2521,"('rent', 'stuff', 'like')",1
2522,"('stuff', 'like', 'need')",1
2523,"('like', 'need', 'help')",1
2524,"('need', 'help', 'friend')",1
2525,"('help', 'friend', 'needsignificanceopinion')",1
2526,"('friend', 'needsignificanceopinion', 'java')",1
2527,"('needsignificanceopinion', 'java', 'kossuth')",1
2528,"('java', 'kossuth', 'lovable')",4
2529,"('kossuth', 'lovable', 'silent')",4
2530,"('lovable', 'silent', 'spa')",4
2531,"('silent', 'spa', 'character')",4
2532,"('spa', 'character', 'matured')",4
2533,"('character', 'matured', 'stylish')",4
2534,"('matured', 'stylish', 'simple')",4
2535,"('stylish', 'simple', 'plus')",4
2536,"('simple', 'plus', 'replylatest')",1
2537,"('plus', 'replylatest', 'still')",1
2538,"('replylatest', 'still', 'scrounge')",1
2539,"('still', 'scrounge', 'ammo')",1
2540,"('scrounge', 'ammo', 'want')",1
2541,"('ammo', 'want', 'give')",1
2542,"('want', 'give', 'new')",1
2543,"('give', 'new', 'trygraham')",1
2544,"('new', 'trygraham', 'sorydarealyfrm')",1
2545,"('trygraham', 'sorydarealyfrm', 'heart')",1
2546,"('sorydarealyfrm', 'heart', 'storylow')",1
2547,"('heart', 'storylow', 'forgivenchange')",1
2548,"('storylow', 'forgivenchange', 'tatcompetitionway')",1
2549,"('forgivenchange', 'tatcompetitionway', 'transport')",1
2550,"('tatcompetitionway', 'transport', 'less')",1
2551,"('transport', 'less', 'problematic')",1
2552,"('less', 'problematic', 'sat')",1
2553,"('problematic', 'sat', 'night')",1
2554,"('sat', 'night', 'way')",1
2555,"('night', 'way', 'want')",1
2556,"('way', 'want', 'ask')",1
2557,"('want', 'ask', 'join')",1
2558,"('ask', 'join', 'day')",1
2559,"('join', 'day', 'feel')",1
2560,"('day', 'feel', 'free')",1
2561,"('feel', 'free', 'need')",1
2562,"('free', 'need', 'know')",2
2563,"('need', 'know', 'definite')",1
2564,"('know', 'definite', 'booking')",1
2565,"('definite', 'booking', 'friusually')",1
2566,"('booking', 'friusually', 'person')",1
2567,"('friusually', 'person', 'unconscious')",1
2568,"('person', 'unconscious', 'child')",1
2569,"('unconscious', 'child', 'adult')",1
2570,"('child', 'adult', 'may')",1
2571,"('adult', 'may', 'behave')",1
2572,"('may', 'behave', 'abnormally')",1
2573,"('behave', 'abnormally', 'ill')",1
2574,"('abnormally', 'ill', 'callebay')",1
2575,"('ill', 'callebay', 'might')",1
2576,"('callebay', 'might', 'less')",1
2577,"('might', 'less', 'elsewhereshall')",1
2578,"('less', 'elsewhereshall', 'come')",1
2579,"('elsewhereshall', 'come', 'get')",1
2580,"('come', 'get', 'picklegonna')",1
2581,"('get', 'picklegonna', 'get')",1
2582,"('picklegonna', 'get', 'tacorude')",1
2583,"('get', 'tacorude', 'campusard')",1
2584,"('tacorude', 'campusard', 'christmas')",1
2585,"('campusard', 'christmas', 'enjoy')",1
2586,"('christmas', 'enjoy', 'merryyes')",1
2587,"('enjoy', 'merryyes', 'pretty')",1
2588,"('merryyes', 'pretty', 'lady')",1
2589,"('pretty', 'lady', 'like')",1
2590,"('lady', 'like', 'singlejay')",1
2591,"('like', 'singlejay', 'say')",1
2592,"('singlejay', 'say', 'doublefaggottodaysundaysunday')",1
2593,"('say', 'doublefaggottodaysundaysunday', 'holiday')",1
2594,"('doublefaggottodaysundaysunday', 'holiday', 'workgudnitetcpractice')",1
2595,"('holiday', 'workgudnitetcpractice', 'goinglatecalled')",1
2596,"('workgudnitetcpractice', 'goinglatecalled', 'hoping')",1
2597,"('goinglatecalled', 'hoping', 'lar')",1
2598,"('hoping', 'lar', 'malaria')",1
2599,"('lar', 'malaria', 'know')",1
2600,"('malaria', 'know', 'miss')",1
2601,"('know', 'miss', 'guy')",1
2602,"('miss', 'guy', 'miss')",1
2603,"('guy', 'miss', 'ban')",1
2604,"('miss', 'ban', 'big')",1
2605,"('ban', 'big', 'plus')",1
2606,"('big', 'plus', 'give')",1
2607,"('plus', 'give', 'love')",1
2608,"('give', 'love', 'especially')",1
2609,"('love', 'especially', 'great')",1
2610,"('especially', 'great', 'daygood')",1
2611,"('great', 'daygood', 'afternoon')",1
2612,"('daygood', 'afternoon', 'love')",1
2613,"('afternoon', 'love', 'day')",3
2614,"('love', 'day', 'hope')",1
2615,"('day', 'hope', 'maybe')",1
2616,"('hope', 'maybe', 'got')",1
2617,"('maybe', 'got', 'lead')",1
2618,"('got', 'lead', 'job')",1
2619,"('lead', 'job', 'think')",1
2620,"('job', 'think', 'boston')",1
2621,"('think', 'boston', 'send')",1
2622,"('boston', 'send', 'passionate')",1
2623,"('send', 'passionate', 'kiss')",1
2624,"('passionate', 'kiss', 'across')",2
2625,"('kiss', 'across', 'seaprobably')",1
2626,"('across', 'seaprobably', 'gonna')",1
2627,"('seaprobably', 'gonna', 'see')",1
2628,"('gonna', 'see', 'later')",1
2629,"('see', 'later', 'tonightmaybe')",1
2630,"('later', 'tonightmaybe', 'fat')",1
2631,"('tonightmaybe', 'fat', 'finger')",1
2632,"('fat', 'finger', 'press')",1
2633,"('finger', 'press', 'button')",1
2634,"('press', 'button', 'knowummmmmaah')",1
2635,"('button', 'knowummmmmaah', 'many')",1
2636,"('knowummmmmaah', 'many', 'many')",1
2637,"('many', 'many', 'happy')",3
2638,"('many', 'happy', 'return')",3
2639,"('happy', 'return', 'day')",4
2640,"('return', 'day', 'dear')",3
2641,"('day', 'dear', 'sweet')",3
2642,"('dear', 'sweet', 'heart')",3
2643,"('sweet', 'heart', 'happy')",3
2644,"('heart', 'happy', 'birthday')",3
2645,"('happy', 'birthday', 'dearliqueur')",1
2646,"('birthday', 'dearliqueur', 'started')",1
2647,"('dearliqueur', 'started', 'office')",1
2648,"('started', 'office', 'callfamous')",1
2649,"('office', 'callfamous', 'quote')",1
2650,"('callfamous', 'quote', 'develop')",1
2651,"('quote', 'develop', 'ability')",1
2652,"('develop', 'ability', 'listen')",1
2653,"('ability', 'listen', 'anything')",1
2654,"('listen', 'anything', 'unconditionally')",1
2655,"('anything', 'unconditionally', 'without')",1
2656,"('unconditionally', 'without', 'losing')",1
2657,"('without', 'losing', 'temper')",1
2658,"('losing', 'temper', 'self')",1
2659,"('temper', 'self', 'confidence')",1
2660,"('self', 'confidence', 'mean')",1
2661,"('confidence', 'mean', 'marriedgoing')",1
2662,"('mean', 'marriedgoing', 'college')",1
2663,"('marriedgoing', 'college', 'else')",1
2664,"('college', 'else', 'ill')",1
2665,"('else', 'ill', 'come')",1
2666,"('ill', 'come', 'selfclock')",1
2667,"('come', 'selfclock', 'mine')",1
2668,"('selfclock', 'mine', 'bash')",1
2669,"('mine', 'bash', 'flat')",1
2670,"('bash', 'flat', 'plangirl')",1
2671,"('flat', 'plangirl', 'stay')",1
2672,"('plangirl', 'stay', 'bed')",1
2673,"('stay', 'bed', 'girl')",1
2674,"('bed', 'girl', 'need')",1
2675,"('girl', 'need', 'recovery')",1
2676,"('need', 'recovery', 'time')",1
2677,"('recovery', 'time', 'rather')",1
2678,"('time', 'rather', 'pas')",1
2679,"('rather', 'pas', 'fun')",1
2680,"('pas', 'fun', 'cooped')",1
2681,"('fun', 'cooped', 'bedspecialknow')",1
2682,"('cooped', 'bedspecialknow', 'need')",1
2683,"('bedspecialknow', 'need', 'get')",1
2684,"('need', 'get', 'hotel')",1
2685,"('get', 'hotel', 'got')",1
2686,"('hotel', 'got', 'invitation')",1
2687,"('got', 'invitation', 'apologise')",1
2688,"('invitation', 'apologise', 'cali')",1
2689,"('apologise', 'cali', 'sweet')",1
2690,"('cali', 'sweet', 'come')",1
2691,"('sweet', 'come', 'english')",1
2692,"('come', 'english', 'bloke')",1
2693,"('english', 'bloke', 'weddingsorry')",1
2694,"('bloke', 'weddingsorry', 'took')",1
2695,"('weddingsorry', 'took', 'long')",1
2696,"('took', 'long', 'mowwait')",1
2697,"('long', 'mowwait', 'list')",1
2698,"('mowwait', 'list', 'mingive')",1
2699,"('list', 'mingive', 'minute')",1
2700,"('mingive', 'minute', 'think')",1
2701,"('minute', 'think', 'see')",1
2702,"('think', 'see', 'bow')",1
2703,"('see', 'bow', 'alibi')",1
2704,"('bow', 'alibi', 'cutting')",1
2705,"('alibi', 'cutting', 'hair')",1
2706,"('cutting', 'hair', 'whole')",1
2707,"('hair', 'whole', 'timeimagine')",1
2708,"('whole', 'timeimagine', 'finally')",1
2709,"('timeimagine', 'finally', 'get')",1
2710,"('finally', 'get', 'sink')",1
2711,"('get', 'sink', 'bath')",1
2712,"('sink', 'bath', 'put')",1
2713,"('bath', 'put', 'pace')",1
2714,"('put', 'pace', 'maybe')",1
2715,"('pace', 'maybe', 'even')",1
2716,"('maybe', 'even', 'eat')",1
2717,"('even', 'eat', 'left')",1
2718,"('eat', 'left', 'also')",1
2719,"('left', 'also', 'imagine')",1
2720,"('also', 'imagine', 'feel')",1
2721,"('imagine', 'feel', 'cage')",1
2722,"('feel', 'cage', 'cock')",1
2723,"('cage', 'cock', 'surrounded')",1
2724,"('cock', 'surrounded', 'bath')",1
2725,"('surrounded', 'bath', 'water')",1
2726,"('bath', 'water', 'reminding')",1
2727,"('water', 'reminding', 'always')",1
2728,"('reminding', 'always', 'owns')",1
2729,"('always', 'owns', 'enjoy')",1
2730,"('owns', 'enjoy', 'fuckhurry')",1
2731,"('enjoy', 'fuckhurry', 'weeddeficient')",1
2732,"('fuckhurry', 'weeddeficient', 'like')",1
2733,"('weeddeficient', 'like', 'three')",1
2734,"('like', 'three', 'daysure')",1
2735,"('three', 'daysure', 'get')",1
2736,"('daysure', 'get', 'acknowledgement')",1
2737,"('get', 'acknowledgement', 'astoundingly')",1
2738,"('acknowledgement', 'astoundingly', 'tactless')",1
2739,"('astoundingly', 'tactless', 'generally')",1
2740,"('tactless', 'generally', 'foggy')",1
2741,"('generally', 'foggy', 'demand')",1
2742,"('foggy', 'demand', 'blood')",1
2743,"('demand', 'blood', 'oathevery')",1
2744,"('blood', 'oathevery', 'night')",1
2745,"('oathevery', 'night', 'take')",1
2746,"('night', 'take', 'warm')",1
2747,"('take', 'warm', 'bath')",1
2748,"('warm', 'bath', 'drink')",1
2749,"('bath', 'drink', 'cup')",1
2750,"('drink', 'cup', 'milk')",1
2751,"('cup', 'milk', 'see')",1
2752,"('milk', 'see', 'work')",1
2753,"('see', 'work', 'magic')",1
2754,"('work', 'magic', 'still')",1
2755,"('magic', 'still', 'need')",1
2756,"('still', 'need', 'loose')",1
2757,"('need', 'loose', 'weight')",1
2758,"('loose', 'weight', 'knowill')",1
2759,"('weight', 'knowill', 'look')",1
2760,"('knowill', 'look', 'frying')",1
2761,"('look', 'frying', 'pan')",1
2762,"('frying', 'pan', 'case')",1
2763,"('pan', 'case', 'cheap')",1
2764,"('case', 'cheap', 'book')",1
2765,"('cheap', 'book', 'perhaps')",1
2766,"('book', 'perhaps', ""that's"")",1
2767,"('perhaps', ""that's"", 'silly')",1
2768,"(""that's"", 'silly', 'frying')",1
2769,"('silly', 'frying', 'pan')",1
2770,"('frying', 'pan', 'likely')",1
2771,"('pan', 'likely', 'bookwell')",1
2772,"('likely', 'bookwell', 'cause')",1
2773,"('bookwell', 'cause', 'mutation')",1
2774,"('cause', 'mutation', 'sunscreen')",1
2775,"('mutation', 'sunscreen', 'like')",1
2776,"('sunscreen', 'like', 'essential')",1
2777,"('like', 'essential', 'tuesdayluncheon')",1
2778,"('essential', 'tuesdayluncheon', 'onlineknow')",1
2779,"('tuesdayluncheon', 'onlineknow', 'friend')",1
2780,"('onlineknow', 'friend', 'already')",1
2781,"('friend', 'already', 'toldprincess')",1
2782,"('already', 'toldprincess', 'thank')",1
2783,"('toldprincess', 'thank', 'pic')",1
2784,"('thank', 'pic', 'prettyalways')",1
2785,"('pic', 'prettyalways', 'sex')",1
2786,"('prettyalways', 'sex', 'one')",1
2787,"('sex', 'one', 'dunno')",1
2788,"('one', 'dunno', 'reply')",1
2789,"('dunno', 'reply', 'first')",1
2790,"('reply', 'first', 'time')",1
2791,"('first', 'time', 'reply')",1
2792,"('time', 'reply', 'fast')",1
2793,"('reply', 'fast', 'lucky')",1
2794,"('fast', 'lucky', 'working')",1
2795,"('lucky', 'working', 'huh')",1
2796,"('working', 'huh', 'got')",1
2797,"('huh', 'got', 'bad')",1
2798,"('got', 'bad', 'sugared')",1
2799,"('bad', 'sugared', 'ageemag')",1
2800,"('sugared', 'ageemag', 'officebrownie')",1
2801,"('ageemag', 'officebrownie', 'nicegreece')",1
2802,"('officebrownie', 'nicegreece', 'love')",1
2803,"('nicegreece', 'love', 'much')",1
2804,"('love', 'much', 'barely')",2
2805,"('much', 'barely', 'standfuck')",1
2806,"('barely', 'standfuck', 'babe')",1
2807,"('standfuck', 'babe', 'miss')",1
2808,"('babe', 'miss', 'already')",1
2809,"('miss', 'already', 'know')",2
2810,"('already', 'know', 'cannot')",1
2811,"('know', 'cannot', 'let')",1
2812,"('cannot', 'let', 'send')",1
2813,"('let', 'send', 'money')",1
2814,"('send', 'money', 'towards')",1
2815,"('money', 'towards', 'net')",1
2816,"('towards', 'net', 'need')",1
2817,"('net', 'need', 'want')",1
2818,"('need', 'want', 'craveill')",1
2819,"('want', 'craveill', 'call')",1
2820,"('craveill', 'call', 'finish')",1
2821,"('call', 'finish', 'address')",1
2822,"('finish', 'address', 'icky')",1
2823,"('address', 'icky', 'american')",1
2824,"('icky', 'american', 'free')",1
2825,"('american', 'free', 'wont')",1
2826,"('free', 'wont', 'stop')",1
2827,"('wont', 'stop', 'calling')",1
2828,"('stop', 'calling', 'bad')",1
2829,"('calling', 'bad', 'janpooh')",1
2830,"('bad', 'janpooh', 'bed')",1
2831,"('janpooh', 'bed', 'ridden')",1
2832,"('bed', 'ridden', 'thinkinganyways')",1
2833,"('ridden', 'thinkinganyways', 'gym')",1
2834,"('thinkinganyways', 'gym', 'whatever')",1
2835,"('gym', 'whatever', 'love')",1
2836,"('whatever', 'love', 'smile')",1
2837,"('love', 'smile', 'hope')",1
2838,"('smile', 'hope', 'good')",1
2839,"('good', 'day', 'babe')",1
2840,"('day', 'babe', 'miss')",1
2841,"('babe', 'miss', 'much')",1
2842,"('miss', 'much', 'alreadylove')",1
2843,"('much', 'alreadylove', 'daddy')",1
2844,"('alreadylove', 'daddy', 'make')",1
2845,"('daddy', 'make', 'scream')",1
2846,"('make', 'scream', 'pleasure')",1
2847,"('scream', 'pleasure', 'going')",1
2848,"('pleasure', 'going', 'slap')",1
2849,"('going', 'slap', 'dickwot')",1
2850,"('slap', 'dickwot', 'wanna')",1
2851,"('dickwot', 'wanna', 'missyyear')",1
2852,"('wanna', 'missyyear', 'wait')",1
2853,"('missyyear', 'wait', 'mum')",1
2854,"('wait', 'mum', 'finish')",1
2855,"('mum', 'finish', 'sch')",1
2856,"('finish', 'sch', 'lunch')",1
2857,"('sch', 'lunch', 'whole')",1
2858,"('lunch', 'whole', 'morning')",1
2859,"('whole', 'morning', 'stay')",1
2860,"('morning', 'stay', 'home')",1
2861,"('stay', 'home', 'clean')",1
2862,"('home', 'clean', 'room')",1
2863,"('clean', 'room', 'room')",1
2864,"('room', 'room', 'quite')",1
2865,"('room', 'quite', 'cleanknow')",1
2866,"('quite', 'cleanknow', 'lab')",1
2867,"('cleanknow', 'lab', 'goggles')",1
2868,"('lab', 'goggles', 'wentopen')",1
2869,"('goggles', 'wentopen', 'doorwaiting')",1
2870,"('wentopen', 'doorwaiting', 'callnope')",1
2871,"('doorwaiting', 'callnope', 'waiting')",1
2872,"('callnope', 'waiting', 'sch')",1
2873,"('waiting', 'sch', 'daddytired')",1
2874,"('sch', 'daddytired', 'arguing')",1
2875,"('daddytired', 'arguing', 'week')",1
2876,"('arguing', 'week', 'week')",1
2877,"('week', 'week', 'wantwait')",1
2878,"('week', 'wantwait', 'sch')",1
2879,"('wantwait', 'sch', 'finish')",1
2880,"('sch', 'finish', 'ardmarriage')",1
2881,"('finish', 'ardmarriage', 'walking')",1
2882,"('ardmarriage', 'walking', 'unfortunately')",1
2883,"('walking', 'unfortunately', 'snake')",1
2884,"('unfortunately', 'snake', 'bite')",1
2885,"('snake', 'bite', 'love')",1
2886,"('bite', 'love', 'marriage')",1
2887,"('love', 'marriage', 'dancing')",1
2888,"('marriage', 'dancing', 'front')",1
2889,"('dancing', 'front', 'snake')",1
2890,"('front', 'snake', 'amp')",1
2891,"('snake', 'amp', 'saying')",1
2892,"('amp', 'saying', 'bite')",1
2893,"('saying', 'bite', 'bitehuh')",1
2894,"('bite', 'bitehuh', 'early')",1
2895,"('bitehuh', 'early', 'dinner')",1
2896,"('early', 'dinner', 'outside')",1
2897,"('dinner', 'outside', 'izmitanyway')",1
2898,"('outside', 'izmitanyway', 'need')",1
2899,"('izmitanyway', 'need', 'change')",1
2900,"('need', 'change', 'saidwife')",1
2901,"('change', 'saidwife', 'able')",1
2902,"('saidwife', 'able', 'kid')",1
2903,"('able', 'kid', 'want')",1
2904,"('kid', 'want', 'kid')",1
2905,"('want', 'kid', 'one')",1
2906,"('kid', 'one', 'dayscotland')",1
2907,"('one', 'dayscotland', 'hope')",1
2908,"('dayscotland', 'hope', 'showing')",1
2909,"('hope', 'showing', 'jan')",1
2910,"('showing', 'jan', 'tendency')",1
2911,"('jan', 'tendency', 'take')",1
2912,"('tendency', 'take', 'care')",1
2913,"('take', 'care', 'live')",1
2914,"('care', 'live', 'dreamtell')",1
2915,"('live', 'dreamtell', 'headache')",1
2916,"('dreamtell', 'headache', 'want')",1
2917,"('headache', 'want', 'use')",1
2918,"('want', 'use', 'hour')",1
2919,"('use', 'hour', 'sick')",1
2920,"('hour', 'sick', 'timedun')",1
2921,"('sick', 'timedun', 'quit')",1
2922,"('timedun', 'quit', 'yet')",1
2923,"('quit', 'yet', 'hmm')",1
2924,"('yet', 'hmm', 'jazz')",1
2925,"('hmm', 'jazz', 'yogasana')",1
2926,"('jazz', 'yogasana', 'meet')",1
2927,"('yogasana', 'meet', 'lesson')",1
2928,"('meet', 'lesson', 'denpete')",1
2929,"('lesson', 'denpete', 'please')",1
2930,"('denpete', 'please', 'ring')",1
2931,"('please', 'ring', 'live')",1
2932,"('ring', 'live', 'hardly')",1
2933,"('live', 'hardly', 'botany')",1
2934,"('hardly', 'botany', 'credittruly')",1
2935,"('botany', 'credittruly', 'better')",1
